rank,userName,proxyWallet,xUsername,weather_pnl_usd,weather_volume_usd,pnl_over_volume_pct,classification,confidence,active_positions,active_weather_positions,active_nonweather_positions,recent_activity,recent_weather_activity,recent_nonweather_activity,sample_weather_titles,sample_nonweather_titles,profile_url
94,Dr.ChristmasJones,0xb1dce46d7d5987c743d5378c503ed81e71937283,,11817.168085390795,133269.20127300004,8.867141074240774,profitable in weather but currently/recently generalist,low,2,0,1,193,6,76,2024 October hottest on record? | 2024 October hottest on record? | 2024 October hottest on record? | 2024 October hottest on record? | 2024 October hottest on record? | 2024 October hottest on record?,Will a Democrat win Pennsylvania US Senate Election? | 2024 Balance of Power: R Prez R Senate R House | Kamala Harris wins the popular vote? | Kamala Harris wins the popular vote? | Kamala Harris wins the popular vote?,https://polymarket.com/profile/0xb1dce46d7d5987c743d5378c503ed81e71937283
95,PnW,0x20e6e192cc7d036e25136bb535e10aad89af95c4,,11810.739790639458,73534.23567799998,16.061552393578495,weather specialist / weather-heavy,medium,18,2,8,183,72,14,Russia x Ukraine ceasefire by August 31? | Will the highest temperature in Hong Kong be 23°C or higher on March 13? | Will the highest temperature in Hong Kong be 23°C or higher on March 13? | Will the highest temperature in Hong Kong be 23°C or higher on March 13? | Will the highest temperature in Hong Kong be 23°C or higher on March 13? | Will the highest temperature in Hong Kong be 23°C or higher on March 13? | Will the highest temperature in Hong Kong be 23°C or higher on March 13? | Will the highest temperature in Hong Kong be 23°C or higher on March 13?,Will there be no change in Fed interest rates after the March 2026 meeting? | Megaquake before August? | Megaquake by December 31? | Megaquake by January 31? | Fed decreases interest rates by 25 bps after December 2025 meeting?,https://polymarket.com/profile/0x20e6e192cc7d036e25136bb535e10aad89af95c4
96,Bubbleblow,0xa877b2046f0a489b450f3aebbe3911730524f204,,11790.361343368751,161034.686007,7.321628424112453,weather specialist / weather-heavy,medium,0,0,0,200,200,0,Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7? | Will the highest temperature in London be 9°C on March 7?,,https://polymarket.com/profile/0xa877b2046f0a489b450f3aebbe3911730524f204
97,VibeTrader,0xcbbc5e035504421b084ad9248b660f6e9618b5d0,,11786.127908166352,7058394.914414,0.16698028448504368,weather specialist / weather-heavy,medium,100,22,0,200,200,0,Will the highest temperature in New York City be 56°F or higher on November 15? | Will the highest temperature in New York City be 60°F or higher on November 25? | Will the highest temperature in New York City be 47°F or higher on December 1? | Will the highest temperature in New York City be 37°F or higher on December 5? | Will the highest temperature in New York City be between 74-75°F on September 25? | Will the highest temperature in New York City be between 44-45°F on January 6? | Will the highest temperature in New York City be 53°F or higher on November 30? | Will the highest temperature in Hong Kong be 29°C on April 19?,"Will Elon Musk post 320-339 tweets from December 12 to December 19, 2025? | Will Elon Musk post 360-379 tweets from December 12 to December 19, 2025? | Will Elon Musk post 340-359 tweets from December 12 to December 19, 2025? | Will Elon Musk post 300-319 tweets from December 12 to December 19, 2025? | Will Elon Musk post 380-399 tweets from December 12 to December 19, 2025?",https://polymarket.com/profile/0xcbbc5e035504421b084ad9248b660f6e9618b5d0
98,jajaajaajaajaa,0x4a5e58f6ad61a6d984dd1a87a92773b14f0a2a5c,,11662.184469708774,134356.154135,8.68005231676303,weather-heavy mixed,medium,26,5,9,198,26,61,Will the highest temperature in London be 50°F or higher on November 30? | Will the highest temperature in New York City be between 35-36°F on December 12? | Will the highest temperature in New York City be between 37-38°F on December 12? | Will the highest temperature in New York City be between 41-42°F on November 28? | Will the highest temperature in New York City be between 39-40°F on December 4? | Will the highest temperature in New York City be 49°F or higher on November 27? | Will the highest temperature in New York City be 41°F or higher on December 12? | Will the highest temperature in New York City be 37°F or higher on December 8?,"Will Elon Musk post 90-114 tweets from January 31 to February 2, 2026? | Will Elon Musk post 240-259 tweets from April 14 to April 21, 2026? | Will MrBeast's next video get between 70 and 80 million views on week 1? | Will Elon Musk post 115-139 tweets from January 31 to February 2, 2026? | Will Elon Musk post 260-279 tweets from April 14 to April 21, 2026?",https://polymarket.com/profile/0x4a5e58f6ad61a6d984dd1a87a92773b14f0a2a5c
99,JHRUE,0x0691dfc4a112bee8cedf07df5ed65c3795c22814,,11610.37632217,54631.69769100001,21.25208773089745,weather specialist / weather-heavy,medium,3,0,0,144,37,12,Will a cat 5 hurricane make US landfall during Hurricane Season 2025? | Will a cat 5 hurricane make US landfall during Hurricane Season 2025? | Will a cat 5 hurricane make US landfall during Hurricane Season 2025? | Will a hurricane form by August 31? | Cat 3+ hurricane hits Miami in 2025? | Cat 3+ hurricane hits Miami in 2025? | Will a hurricane form by August 31? | Will a hurricane form by August 31?,Will there be exactly 0 earthquakes of magnitude 7.0 or higher worldwide by December 31? | Megaquake by August 31? | Earthquake 7.0 or above by August 31? | Major U.S. bank bailout in 2025? | New pandemic in 2025?,https://polymarket.com/profile/0x0691dfc4a112bee8cedf07df5ed65c3795c22814
100,0x4CE3f17Be91C3d0D6dbFed7Bd4D326957dec4291-1768045938794,0x4ce3f17be91c3d0d6dbfed7bd4d326957dec4291,,11588.689541533799,523888.716477,2.212051753942017,weather specialist / weather-heavy,medium,100,98,0,200,200,0,Will the highest temperature in Shenzhen be 26°C on March 26? | Will the highest temperature in Wellington be 20°C on March 18? | Will the highest temperature in Shenzhen be 22°C on March 28? | Will the highest temperature in Tel Aviv be 19°C on March 13? | Will the highest temperature in Tel Aviv be 21°C on March 13? | Will the highest temperature in Wellington be 18°C on March 23? | Will the highest temperature in Ankara be 10°C on March 10? | Will the highest temperature in Busan be 23°C on April 12?,"Will Elon Musk post 200-219 tweets from February 6 to February 13, 2026? | Will Elon Musk post 180-199 tweets from February 6 to February 13, 2026?",https://polymarket.com/profile/0x4ce3f17be91c3d0d6dbfed7bd4d326957dec4291
101,Trinity45,0xfa74b13413ce48fba2050d179ad9d8e2359b6bcb,,11504.775473622172,128421.42644700003,8.958610562054638,weather specialist / weather-heavy,medium,5,5,0,198,198,0,Will the highest temperature in Taipei be 24°C on April 25? | Will the highest temperature in Taipei be 22°C on April 25? | Will the highest temperature in Taipei be 21°C on April 25? | Will the highest temperature in Taipei be 25°C or higher on April 25? | Will the highest temperature in Taipei be 23°C on April 25? | Will the highest temperature in Taipei be 20°C on April 25? | Will the highest temperature in Taipei be 19°C on April 25? | Will the highest temperature in London be 17°C on April 24?,,https://polymarket.com/profile/0xfa74b13413ce48fba2050d179ad9d8e2359b6bcb
102,juhyyn,0x56f246f76ead6d13edfd9d247a4783d3c23d1131,,11357.324991495218,113834.726558,9.977030151434976,weather specialist / weather-heavy,medium,3,3,0,200,200,0,Will the highest temperature in London be between 58-59°F on November 14? | Will the highest temperature in London be between 48-49°F on November 17? | Will the highest temperature in London be 66°F or higher on November 13? | Will the highest temperature in London be between 40-41°F on November 19? | Will the highest temperature in London be between 40-41°F on November 19? | Will the highest temperature in London be between 40-41°F on November 19? | Will the highest temperature in London be between 48-49°F on November 17? | Will the highest temperature in London be between 56-57°F on November 14?,,https://polymarket.com/profile/0x56f246f76ead6d13edfd9d247a4783d3c23d1131
103,enzocostapt81,0xa629aad4efd1b2dfb6610bb8ba3743e383b9fe39,,11293.740760514245,140029.497204,8.065258381997271,weather specialist / weather-heavy,medium,20,20,0,200,200,0,Will the highest temperature in London be 9°C on January 17? | Will the highest temperature in New York City be between 16-17°F on January 24? | Will the highest temperature in London be 10°C on January 17? | Will the highest temperature in New York City be between 44-45°F on January 11? | Will the highest temperature in New York City be between 44-45°F on December 29? | Will the highest temperature in New York City be between 32-33°F on January 3? | Will the highest temperature in London be 5°C on December 25? | Will the highest temperature in London be 7°C on January 25?,,https://polymarket.com/profile/0xa629aad4efd1b2dfb6610bb8ba3743e383b9fe39
104,Billy-Ray,0xec3ab7f7b240e61434b66e18c004353976dfa709,,11199.159485267683,886218.2771980002,1.2637021570663847,weather specialist / weather-heavy,medium,18,8,6,197,118,11,Will the highest temperature in London be 13°C or higher on February 20? | Will the highest temperature in London be 9°C on February 16? | Will the highest temperature in London be 5°C on January 7? | Will the highest temperature in London be 6°C on January 8? | Will the highest temperature in London be 5°C on January 8? | Will the highest temperature in London be 4°C on January 10? | Will the highest temperature in London be 7°C on January 8? | Will the highest temperature in London be 12°C on February 20?,"MicroStrategy announces >1000 BTC purchase April 21-27? | Will Kanye West visit the UK by June 30? | Will Rayan Cherki break the Premier League assists record? | Will Jeff Bezos attend Super Bowl LX? | Bitcoin Up or Down - February 17, 2:50PM-2:55PM ET",https://polymarket.com/profile/0xec3ab7f7b240e61434b66e18c004353976dfa709
105,Maskache,0xc981e9d3b977dfc69188889f979f5cd36555a75d,,11055.324604415637,1774619.6415219996,0.6229686827389139,weather specialist / weather-heavy,medium,100,90,3,199,122,8,Will the highest temperature in New York City be between 42-43°F on January 7? | Will the highest temperature in Seoul be 0°C or below on January 6? | Will the highest temperature in Seoul be 4°C on January 3? | Will the highest temperature in Seoul be 1°C on January 6? | Will the highest temperature in Seoul be -2°C or higher on January 2? | Will the highest temperature in Seoul be 5°C or higher on January 4? | Will the highest temperature in Seoul be -6°C on January 2? | Will the highest temperature in New York City be 41°F or below on January 7?,S&P 500 (SPX) Up or Down on January 5? | S&P 500 (SPX) Up or Down on January 7? | Will Mario Rivera Callejas win the 2025 Honduras presidential election? | Will Jorge Nelson Ávila Gutiérrez win the 2025 Honduras presidential election? | Will Keir Starmer be the first leader out in 2025?,https://polymarket.com/profile/0xc981e9d3b977dfc69188889f979f5cd36555a75d
106,0xA3c2EC158F222F3F4f5F4f57b113d761a4D3df3d-1774679893278,0xa3c2ec158f222f3f4f5f4f57b113d761a4d3df3d,,10975.239977980389,2680465.576458999,0.40945274859597763,weather specialist / weather-heavy,medium,100,19,25,200,76,50,Will the highest temperature in Chicago be between 70-71°F on April 24? | Will the highest temperature in Miami be between 82-83°F on April 24? | Will the highest temperature in Seattle be 66°F or higher on April 24? | Will the highest temperature in Toronto be 11°C on April 24? | Will the highest temperature in Shanghai be 23°C on April 25? | Will the highest temperature in Los Angeles be 74°F or higher on April 24? | Will the highest temperature in London be 16°C on April 23? | Will the highest temperature in Hong Kong be 24°C on April 26?,"Will the criminal investigation into Jerome Powell be dropped by April 30? | Over $500k committed to the Pharos public sale? | US x Iran diplomatic meeting by April 30, 2026? | NBA Playoffs: Who Will Win Series? - Lakers vs. Rockets | Will Nickeil Alexander-Walker win the 2025–2026 NBA Most Improved Player?",https://polymarket.com/profile/0xa3c2ec158f222f3f4f5f4f57b113d761a4d3df3d
107,kciw,0x622f984801c9301766aa7a6b8b209db13814e730,,10961.877717770069,181807.42636300004,6.029389413325385,weather specialist / weather-heavy,medium,6,6,0,200,200,0,Will the highest temperature in London be between 74-75°F on July 20? | Will the highest temperature in London be between 72-73°F on July 20? | Will the highest temperature in London be between 72-73°F on July 19? | Will the highest temperature in London be between 79-80°F on July 9? | Will the highest temperature in London be between 78-79°F on July 4? | Will the highest temperature in London be between 68-69°F on July 7? | Will the highest temperature in London be between 74-75°F on July 20? | Will the highest temperature in London be between 72-73°F on July 20?,,https://polymarket.com/profile/0x622f984801c9301766aa7a6b8b209db13814e730
108,protrade,0x4b6a56330c1775468ed93db9ef4be662345cdb19,protrade47,10880.548994715557,586047.474218,1.8565985646869578,weather specialist / weather-heavy,medium,2,0,0,131,97,0,Will the highest temperature in Sao Paulo be 31°C on February 17? | Will the highest temperature in New York City be 41°F or below on February 17? | Will the highest temperature in Ankara be 18°C on February 15? | Will the highest temperature in Ankara be 17°C on February 15? | Will the highest temperature in Ankara be 19°C or higher on February 15? | Will the highest temperature in Ankara be 13°C on February 16? | Will the highest temperature in London be 7°C on February 16? | Will the highest temperature in Seoul be 3°C on February 16?,Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Stephen A. Smith win the 2028 Democratic presidential nomination? | Netanyahu out by March 31?,https://polymarket.com/profile/0x4b6a56330c1775468ed93db9ef4be662345cdb19
109,kamikazetrading,0xf1f81d40ae910099e1a65addb54942e76ca0f4cb,gomarcano9,10869.725090732203,332560.3169520001,3.2684973331622964,weather specialist / weather-heavy,medium,100,96,1,196,196,0,Will the lowest temperature in New York City be between 42-43°F on April 23? | Will the lowest temperature in New York City be between 40-41°F on April 23? | Will the highest temperature in San Francisco be between 66-67°F on April 22? | Will the highest temperature in New York City be between 56-57°F on April 22? | Will the highest temperature in Atlanta be between 78-79°F on April 20? | Will the highest temperature in Seoul be 22°C on April 13? | Will the highest temperature in Seoul be 23°C or higher on April 13? | Will the highest temperature in New York City be between 60-61°F on April 24?,Will Netherlands win the 2026 FIFA World Cup? | Will Morocco win the 2026 FIFA World Cup? | Will France win the 2026 FIFA World Cup? | Will Morocco win Group C in the 2026 FIFA World Cup?,https://polymarket.com/profile/0xf1f81d40ae910099e1a65addb54942e76ca0f4cb
110,738925,0x100a50d9f27bc1a884f8a47accad209a9188c6ce,,10622.672695195175,2916916.348964,0.36417474566824737,weather specialist / weather-heavy,medium,100,87,1,200,189,2,Will the highest temperature in Austin be between 78-79°F on April 4? | Will the highest temperature in Tel Aviv be 25°C on April 2? | Will the highest temperature in Dallas be between 74-75°F on April 4? | Will the highest temperature in Chicago be between 62-63°F on April 18? | Will the highest temperature in Guangzhou be 27°C on April 23? | Will the highest temperature in Dallas be between 74-75°F on April 18? | Will the highest temperature in Toronto be 9°C on April 5? | Will the highest temperature in Istanbul be 16°C on April 8?,"Will ""Stray Kids: The dominATE Experience"" Opening Weekend Box Office be greater than 3.25m? | T20 Kalahari Tournament, Women: Sierra Leone vs Lesotho - Most Sixes Draw | T20 Kalahari Tournament, Women: Sierra Leone vs Lesotho - Team Top Batter Draw | Will MrBeast's next video get 41 million or more views on day 3? | Will Wuthering Heights be the highest grossing movie this weekend?",https://polymarket.com/profile/0x100a50d9f27bc1a884f8a47accad209a9188c6ce
111,0xeC86a2d3f69015b1A9382e4dfA8695E1B48760E4-1770735132210,0xec86a2d3f69015b1a9382e4dfa8695e1b48760e4,,10474.800770833162,929411.5458879999,1.127035791321603,weather specialist / weather-heavy,medium,100,100,0,200,200,0,Will the highest temperature in Shanghai be 21°C on April 26? | Will the highest temperature in Shanghai be 20°C on April 26? | Will the highest temperature in Beijing be 23°C on April 26? | Will the highest temperature in Beijing be 22°C on April 26? | Will the highest temperature in Moscow be 13°C on April 26? | Will the highest temperature in Singapore be 34°C on April 26? | Will the highest temperature in Istanbul be 20°C on April 26? | Will the highest temperature in Seoul be 17°C on April 26?,,https://polymarket.com/profile/0xec86a2d3f69015b1a9382e4dfa8695e1b48760e4
112,TammiHulsey,0xc55af1178d265e7ea93cf84a1b3091f8caa0de2e,HulseyTamm56999,10326.0309,20651.59,50.00114228492818,weather-heavy mixed,medium,1,0,1,131,10,64,Will the highest temperature in Seattle be between 44-45°F on December 29? | Will the highest temperature in Seattle be between 44-45°F on December 29? | Will the highest temperature in Toronto be -4°C on December 27? | Will the highest temperature in Toronto be -4°C on December 27? | Will the highest temperature in Buenos Aires be 34°C or below on December 26? | Will the highest temperature in Buenos Aires be 34°C or below on December 26? | Will the highest temperature in New York City be between 44-45°F on December 24? | Will the highest temperature in New York City be between 44-45°F on December 24?,"Will Powell say ""Inflation"" 50+ times during October press conference? | Will Elon Musk post 300-319 tweets from November 18 to November 25, 2025? | Will Elon Musk post 280-299 tweets from November 18 to November 25, 2025? | Will Elon Musk post 420-439 tweets from November 21 to November 28, 2025? | Will Elon Musk post 340-359 tweets from November 18 to November 25, 2025?",https://polymarket.com/profile/0xc55af1178d265e7ea93cf84a1b3091f8caa0de2e
113,sj49dk2,0x8d46113e2634fc9fd48b8c14d06e206748f7cf8b,,10283.936175778415,719092.7897709999,1.4301264485009517,weather specialist / weather-heavy,medium,100,20,6,186,186,0,Russia x Ukraine ceasefire by end of 2026? | Will the highest temperature in Paris be 18°C or higher on April 12? | Will the highest temperature in Wellington be 19°C on February 25? | Will the highest temperature in Chicago be between 42-43°F on February 11? | Will the highest temperature in Atlanta be between 66-67°F on February 27? | Will the highest temperature in New York City be 36°F or higher on February 10? | Will the highest temperature in Chicago be between 68-69°F on March 6? | Will the highest temperature in London be 12°C or below on March 4?,"Heat vs. Jazz | Will Liverpool FC win on 2026-01-24? | UFC 324: Gaethje vs. Pimblett (Lightweight, Main Card) | Grizzlies vs. Rockets | Nets vs. Clippers",https://polymarket.com/profile/0x8d46113e2634fc9fd48b8c14d06e206748f7cf8b
114,sorcerer.00,0xeb6f0a13ea8c5a7a0514c25495adbe815c1025f0,,10024.031289267541,534480.507607,1.8754718173254965,profitable in weather but currently/recently generalist,low,74,1,35,181,1,141,Will 2026 be the second-hottest year on record? | Will global temperature increase by between 1.20ºC and 1.24ºC in March 2026?,Will Mikie Sherrill win the New Jersey Governor Election in 2025 | Will Steven Fulop win the New Jersey Governor Election in 2025 | Will Josh Gottheimer win the New Jersey Governor Election in 2025 | Will Justin Barbera win the New Jersey Governor Election in 2025 | Will Shai Gilgeous-Alexander win the 2025–2026 NBA MVP?,https://polymarket.com/profile/0xeb6f0a13ea8c5a7a0514c25495adbe815c1025f0
115,0xf2ebb6fb4982c8ff49ddc89c802c70b250f16eb5,0xf2ebb6fb4982c8ff49ddc89c802c70b250f16eb5,,9990.416843795541,1460920.175638,0.6838441285426574,weather specialist / weather-heavy,medium,100,26,8,200,101,26,Will the highest temperature in New York City be 33°F or below on March 7? | Will the highest temperature in New York City be between 34-35°F on March 7? | Will the highest temperature in New York City be between 36-37°F on March 7? | Will the highest temperature in Seattle be between 44-45°F on March 17? | Will the highest temperature in Seattle be 41°F or below on March 17? | Will the highest temperature in Seattle be between 46-47°F on March 17? | Will the highest temperature in Seattle be between 48-49°F on March 17? | Will the highest temperature in Seattle be between 42-43°F on March 17?,"Will Elon Musk post 240+ tweets from January 26 to January 28, 2026? | Will Elon Musk post 190-214 tweets from January 26 to January 28, 2026? | Will Elon Musk post 215-239 tweets from January 26 to January 28, 2026? | Will Elon Musk post <40 tweets from January 26 to January 28, 2026? | Will Czechia win the 2026 World Baseball Classic?",https://polymarket.com/profile/0xf2ebb6fb4982c8ff49ddc89c802c70b250f16eb5
116,Lex-tang,0xaa930fdc4caa3c0f6067404a7bd7899ca45f0bc7,lex_tang,9831.727886290979,627609.0628849998,1.5665369523340518,weather specialist / weather-heavy,medium,97,97,0,197,197,0,Will the highest temperature in Guangzhou be 26°C on April 23? | Will the highest temperature in New York City be between 74-75°F on April 23? | Will the highest temperature in Munich be 15°C on April 22? | Will the highest temperature in Paris be 21°C on April 24? | Will the highest temperature in Shenzhen be 29°C on April 23? | Will the highest temperature in Moscow be 8°C on April 23? | Will the highest temperature in Guangzhou be 25°C on April 23? | Will the highest temperature in Taipei be 24°C on April 25?,,https://polymarket.com/profile/0xaa930fdc4caa3c0f6067404a7bd7899ca45f0bc7
117,aebonds,0x39c7c5541fe7b58e561d306e97b42e7bde960bba,,9630.4125648672,374928.63002,2.568598872898418,weather specialist / weather-heavy,medium,1,1,0,197,78,61,Will global temperature increase by between 1.00ºC and 1.04ºC in September 2025? | Will global temperature increase by between 1.00ºC and 1.04ºC in September 2025? | September temperature increase by less than 1.17°C? | September temperature increase by between 1.29-1.34°C? | September temperature increase by between 1.17-1.22°C? | 2024 September hottest on record? | September temperature increase by between 1.23-1.28°C? | September temperature increase by less than 1.17°C?,Will Iran strike Israel on March 10? | Will Iran strike Israel on March 10? | TikTok sale announced in 2025? | TikTok sale announced in 2025? | Will Zohran Mamdani win the 2025 NYC mayoral election?,https://polymarket.com/profile/0x39c7c5541fe7b58e561d306e97b42e7bde960bba
118,JimBobMagoo,0x938da0b2f87433660ce8ed2ae75ef7b665e78674,,9620.24782967562,267251.3638869999,3.599700181041278,weather specialist / weather-heavy,medium,0,0,0,198,198,0,Will the highest temperature in Toronto be 7°C on April 25? | Will the highest temperature in Toronto be 7°C on April 25? | Will the highest temperature in Toronto be 7°C on April 25? | Will the highest temperature in Toronto be 11°C on April 24? | Will the highest temperature in Toronto be 11°C on April 24? | Will the highest temperature in Toronto be 7°C on April 25? | Will the highest temperature in Toronto be 7°C on April 25? | Will the highest temperature in Toronto be 11°C on April 24?,,https://polymarket.com/profile/0x938da0b2f87433660ce8ed2ae75ef7b665e78674
119,Dreamer3bcbcd6c,0xd28021317c1be36239e8d930dee7d6c3a40082b3,,9619.898231747433,5192860.776405,0.18525238102777053,weather specialist / weather-heavy,medium,17,12,0,199,195,0,Will the highest temperature in Lucknow be 41°C on April 25? | Will the highest temperature in Helsinki be 7°C on April 25? | Will the highest temperature in Karachi be 34°C on April 25? | Will the highest temperature in Lagos be 28°C on April 25? | Will the highest temperature in Lagos be 29°C on April 25? | Will the highest temperature in Lagos be 30°C on April 25? | Will the highest temperature in Karachi be 33°C on April 25? | Will the highest temperature in Tel Aviv be 23°C on April 25?,Iran leadership change by December 31? | Will the Iranian regime fall before 2027? | Will the Iranian regime fall by April 30? | Iran leadership change by April 30? | Iran leadership change by May 31?,https://polymarket.com/profile/0xd28021317c1be36239e8d930dee7d6c3a40082b3
120,Capillatus,0x85bd6a676a1b399f849b22332b1f7eca15c87f75,,9616.227409547804,249165.89907600003,3.8593673713812193,weather specialist / weather-heavy,medium,8,6,0,200,200,0,Will the highest temperature in Seoul be 20°C on April 25? | Will the highest temperature in Seoul be 21°C or higher on April 25? | Will the highest temperature in Busan be 24°C on April 25? | Will the highest temperature in New York City be between 50-51°F on April 25? | Will the highest temperature in New York City be between 52-53°F on April 25? | Will the highest temperature in Busan be 25°C on April 25? | Will the highest temperature in New York City be between 52-53°F on April 25? | Will the highest temperature in New York City be between 50-51°F on April 25?,Will Mercedes be the 2026 F1 Constructors' Champion? | Will the next Prime Minister of Hungary be Viktor Orbán?,https://polymarket.com/profile/0x85bd6a676a1b399f849b22332b1f7eca15c87f75
121,kaj43,0x7d607701278238ed55b82f6bc06536343b6203d8,,9609.677635,35493.954172,27.074125324083376,profitable in weather but currently/recently generalist,low,12,0,3,185,2,71,"Russia x Ukraine ceasefire by March 31, 2026? | Will Ukraine win on 2026-03-26?",Will Al Carns be the next Prime Minister of the United Kingdom in 2026? | US forces enter Iran by April 30? | Will WTI Crude Oil (WTI) hit (HIGH) $150 in April? | Will Fidesz-KDNP win <70 seats in the Hungarian National Assembly in this election? | US x Iran ceasefire by April 7?,https://polymarket.com/profile/0x7d607701278238ed55b82f6bc06536343b6203d8
122,Thumber,0xf78dd17e5abbb6f3ef76858061b58891f1766fb5,,9492.803086612206,444628.169709,2.134998125023219,weather specialist / weather-heavy,medium,6,2,3,199,197,0,Will the highest temperature in Seoul be 7°C on March 9? | Will the highest temperature in Atlanta be 58°F or higher on December 18? | Will the highest temperature in Seoul be 7°C on March 9? | Will the highest temperature in New York City be 48°F or higher on March 7? | Will the highest temperature in New York City be between 46-47°F on March 7? | Will the highest temperature in New York City be between 46-47°F on March 7? | Will the highest temperature in New York City be between 46-47°F on March 7? | Will the highest temperature in New York City be 48°F or higher on March 7?,Will 2 Fed rate cuts happen in 2026? | Will the Bills win the AFC Championship? | Will 4 Fed rate cuts happen in 2026? | Will 5 Fed rate cuts happen in 2025? | Will Jesus Christ return before 2027?,https://polymarket.com/profile/0xf78dd17e5abbb6f3ef76858061b58891f1766fb5
123,maxhedge,0x00dc2f230cd63da699183108ef123ea18bf8d637,,9472.38218823886,20203.781665,46.88420388470309,not enough public recent data to classify,low,1,0,1,5,0,3,,Will Kamala Harris win the 2024 US Presidential Election? | Megaquake before August? | Megaquake before August? | Will Kamala Harris win the 2024 US Presidential Election? | Will Kamala Harris win the 2024 US Presidential Election?,https://polymarket.com/profile/0x00dc2f230cd63da699183108ef123ea18bf8d637
124,comcapt44,0x235776170dc4f0b1d1b2336a7714a3cc68f62529,,9411.74137196361,577229.302129,1.6305030491782384,weather specialist / weather-heavy,medium,25,21,2,192,182,3,Will the highest temperature in Paris be 19°C on April 10? | Will the highest temperature in Denver be 62°F or higher on April 9? | Will the highest temperature in Austin be 64°F or higher on April 10? | Will the highest temperature in Shanghai be 14°C on March 24? | Will the highest temperature in Seoul be 12°C or higher on March 16? | Will the highest temperature in Shanghai be 18°C on March 22? | Will the highest temperature in Shanghai be 13°C on March 13? | Will the highest temperature in Lucknow be 34°C on March 18?,"Will Elon Musk post 200-219 tweets from February 27 to March 6, 2026? | Will the price of Bitcoin be between $64,000 and $66,000 on March 1? | Will Elon Musk post 115-139 tweets from March 9 to March 11, 2026? | Ethereum ETF Flows on February 26? | Will OpenAI have the best AI model for coding on March 31?",https://polymarket.com/profile/0x235776170dc4f0b1d1b2336a7714a3cc68f62529
125,huskyvs,0xaf17116ae2b1476032785a67bd5b7c8c05905c20,husky_vs,9288.909075205647,315923.52138199995,2.9402397879624584,weather specialist / weather-heavy,medium,100,99,1,200,198,1,Will the highest temperature in Lucknow be 42°C on April 24? | Will the highest temperature in Buenos Aires be 26°C or higher on April 23? | Will the highest temperature in Tokyo be 16°C on April 25? | Will the highest temperature in Busan be 23°C or higher on April 23? | Will the highest temperature in Busan be 22°C on April 23? | Will the highest temperature in Busan be 21°C on April 23? | Will the highest temperature in Wuhan be 18°C on April 23? | Will the highest temperature in Busan be 18°C on April 23?,"Will Ethereum reach $2,250 on April 1? | Will Manchester City FC win on 2026-03-11? | Will Ethereum dip to $1,700 March 23-29?",https://polymarket.com/profile/0xaf17116ae2b1476032785a67bd5b7c8c05905c20
126,motocy365,0x02f34a597773e64dee60726d893f9651151794cb,,9100.55266516404,498089.378,1.8270922985159581,weather specialist / weather-heavy,medium,15,12,0,197,194,2,Will the highest temperature in Lucknow be 31°C or below on March 23? | Will the highest temperature in Wellington be 20°C on April 12? | Will the highest temperature in Chongqing be 23°C on April 13? | Will the highest temperature in Shenzhen be 31°C on April 13? | Will the highest temperature in Shenzhen be 27°C on March 22? | Will the highest temperature in Austin be 64°F or higher on April 10? | Will the highest temperature in Beijing be 20°C on April 5? | Will the highest temperature in Tokyo be 18°C on April 24?,"Will Elon Musk post 60+ tweets from March 10 to March 11, 2026? | Will the total number of TSA passengers for February 25 be between 2,000,000 and 2,200,000? | Will Elon Musk post 340-359 tweets from February 17 to February 24, 2026? | Bitcoin Up or Down - April 20, 2:20AM-2:25AM ET | Bitcoin Up or Down - April 20, 2:20AM-2:25AM ET",https://polymarket.com/profile/0x02f34a597773e64dee60726d893f9651151794cb
127,neophyt,0x3da3958abf6ec9cbab635824447e5e0c24fc0fdc,,9044.306242209102,817458.4499309999,1.1063933883089123,weather specialist / weather-heavy,medium,100,99,0,200,200,0,Will the highest temperature in New York City be 39°F or below on December 10? | Will the highest temperature in London be between 50-51°F on November 29? | Will the highest temperature in New York City be between 38-39°F on December 7? | Will the highest temperature in Atlanta be between 48-49°F on January 23? | Will the highest temperature in New York City be between 33-34°F on December 2? | Will the highest temperature in London be 58°F or higher on October 23? | Will the highest temperature in New York City be between 45-46°F on November 27? | Will the highest temperature in New York City be between 37-38°F on December 2?,Will Lilo & Stitch be the top grossing movie of 2025?,https://polymarket.com/profile/0x3da3958abf6ec9cbab635824447e5e0c24fc0fdc
