rank,userName,proxyWallet,xUsername,weather_pnl_usd,weather_volume_usd,pnl_over_volume_pct,classification,confidence,active_positions,active_weather_positions,active_nonweather_positions,recent_activity,recent_weather_activity,recent_nonweather_activity,sample_weather_titles,sample_nonweather_titles,profile_url
36,jfm-20,0xcd9d30094d5c30be701c6ce633013c0a5e8206b0,,24938.416065068584,637999.0759040001,3.909,weather specialist / weather-heavy,medium,100,31,58,200,136,9,Will the highest temperature in New York City be between 36-37°F on March 6? | Will the highest temperature in London be 12°C on February 27? | Will the highest temperature in Paris be 20°C on March 6? | Will the highest temperature in London be 19°C on March 5? | Will the highest temperature in New York City be 31°F or below on March 1? | Will the highest temperature in New York City be between 38-39°F on March 6? | Will the highest temperature in Paris be 19°C on March 6? | Will the highest temperature in New York City be between 32-33°F on March 1?,Will Ali Motahari be the next Supreme Leader of Iran? | Will Mustafa Hijri be the next Supreme Leader of Iran? | Will Maryam Rajavi be the next Supreme Leader of Iran? | US x Iran ceasefire by March 6? | Will the position of Supreme Leader of Iran be abolished?,https://polymarket.com/profile/0xcd9d30094d5c30be701c6ce633013c0a5e8206b0
37,Lavincey,0x1cdd071bb612de6d66d0c882b676c663697de595,,24566.424020835617,1693658.551339,1.45,weather specialist / weather-heavy,medium,100,50,5,200,11,28,Will the highest temperature in New York City be between 58-59°F on April 18? | Will the highest temperature in New York City be between 78-79°F on April 17? | Will the highest temperature in London be 19°C on April 17? | Will the highest temperature in New York City be 77°F or below on April 17? | Will the highest temperature in Shanghai be 21°C on April 19? | Will the highest temperature in Seoul be 18°C or higher on April 17? | Will the highest temperature in Tokyo be 23°C or higher on April 18? | Will the highest temperature in Beijing be 23°C on April 17?,"Will John Fetterman win the 2028 Democratic presidential nomination? | UFC Fight Night: Kyler Phillips vs. Charles Jourdain (Bantamweight, Main Card) | Bitcoin Up or Down - March 6, 11:45PM-12:00AM ET | Will Donald Trump post 120-139 Truth Social posts from April 10 to April 17, 2026? | US x Iran diplomatic meeting by April 21, 2026?",https://polymarket.com/profile/0x1cdd071bb612de6d66d0c882b676c663697de595
38,387411007415611814092217897387,0xa49b6ea0a604c581f2a9569db42c192b1c487054,,24496.862975796616,2223005.1895599994,1.102,weather specialist / weather-heavy,medium,100,2,2,200,87,13,Will global temperature increase by between 1.10ºC and 1.14ºC in February 2026? | Will global temperature increase by between 1.05ºC and 1.09ºC in February 2026? | Will the highest temperature in Shanghai be 25°C on April 26? | Will the highest temperature in Warsaw be 12°C on April 26? | Will the highest temperature in Warsaw be 12°C on April 26? | Will the highest temperature in Warsaw be 10°C on April 26? | Will the highest temperature in Madrid be 27°C on April 26? | Will the highest temperature in Beijing be 25°C on April 26?,"Will JD Vance win the 2028 US Presidential Election? | Will JD Vance win the 2028 US Presidential Election? | Will Donald Trump post 180-199 Truth Social posts from April 21 to April 28, 2026? | Will Donald Trump post 100-119 Truth Social posts from April 21 to April 28, 2026? | Will Donald Trump post 100-119 Truth Social posts from April 21 to April 28, 2026?",https://polymarket.com/profile/0xa49b6ea0a604c581f2a9569db42c192b1c487054
39,HondaCivic2,0x08cf0b0fec3d42d9920bb0dfbc49fde635088cbc,,24433.789649618913,1520888.9557740001,1.607,weather specialist / weather-heavy,medium,1,0,0,200,147,0,Will the highest temperature in Ankara be 9°C on February 6? | Will the highest temperature in Ankara be 9°C on February 6? | Will the highest temperature in Ankara be 9°C on February 6? | Will the highest temperature in Ankara be 9°C on February 6? | Will the highest temperature in Ankara be 9°C on February 6? | Will the highest temperature in Ankara be 9°C on February 6? | Will the highest temperature in Ankara be 9°C on February 6? | Will the highest temperature in Ankara be 9°C on February 6?,,https://polymarket.com/profile/0x08cf0b0fec3d42d9920bb0dfbc49fde635088cbc
40,0x77266604E63f5cAF08D19CaEBae0C563ce64aEE,0x77266604e63f5caf08d19caebae0c563ce064aee,,24257.35587491318,230245.164866,10.535,weather specialist / weather-heavy,medium,31,28,3,200,200,0,Will the highest temperature in New York City be between 56-57°F on April 18? | Will the highest temperature in New York City be between 54-55°F on April 18? | Will the highest temperature in Seoul be 21°C on April 19? | Will the highest temperature in Seoul be 17°C on April 19? | Will the highest temperature in Seoul be 18°C on April 19? | Will the highest temperature in Seoul be 19°C on April 25? | Will the highest temperature in Seoul be 18°C on April 25? | Will the highest temperature in Seoul be 20°C on April 19?,US obtains Iranian enriched uranium by May 31? | Will Kevin Warsh be confirmed as Fed Chair? | Will Reza Pahlavi enter Iran by December 31?,https://polymarket.com/profile/0x77266604e63f5caf08d19caebae0c563ce064aee
41,dpnd,0x5f211a24da4c005d9438a1ea269673b85ed0b376,dpnd_poly,23900.844114933152,8165518.406514001,0.293,weather specialist / weather-heavy,medium,100,95,0,200,200,0,Will the highest temperature in Mexico City be 18°C on April 27? | Will the highest temperature in Mexico City be 19°C on April 27? | Will the highest temperature in Mexico City be 20°C on April 27? | Will the highest temperature in Houston be between 76-77°F on April 25? | Will the highest temperature in Mexico City be 21°C on April 27? | Will the highest temperature in Mexico City be 22°C on April 27? | Will the highest temperature in Wuhan be 29°C on April 25? | Will the highest temperature in Austin be between 76-77°F on April 27?,,https://polymarket.com/profile/0x5f211a24da4c005d9438a1ea269673b85ed0b376
42,Railbird,0x906f2454a777600aea6c506247566decef82371a,,23469.623957460855,797544.2504289999,2.943,weather specialist / weather-heavy,medium,100,100,0,200,199,0,Will the highest temperature in Seoul be 12°C on April 11? | Will the highest temperature in London be 20°C on April 25? | Will the highest temperature in Wellington be 16°C on April 19? | Will the highest temperature in London be 19°C on April 25? | Will the highest temperature in Paris be 22°C on April 18? | Will the highest temperature in Houston be between 70-71°F on April 19? | Will the highest temperature in Shanghai be 21°C on April 19? | Will the highest temperature in Beijing be 27°C on April 18?,,https://polymarket.com/profile/0x906f2454a777600aea6c506247566decef82371a
43,Hoaqin,0xf1faf3f6ad1e0264d6cbecc1a416e7c536be047d,,23284.683483491073,421149.9385820001,5.529,weather specialist / weather-heavy,medium,9,8,0,200,199,1,Will the highest temperature in Lagos be 26°C or below on April 25? | Will the lowest temperature in Seoul be 11°C on April 24? | Will the highest temperature in London be 14°C on April 23? | Will the highest temperature in London be 15°C on April 24? | Will the highest temperature in London be 16°C on April 24? | Will the highest temperature in Lagos be 28°C or below on April 23? | Will the highest temperature in Lagos be 27°C or below on April 24? | Will there be exactly 3 major space weather events this week?,Iran x Israel/US conflict ends by April 7?,https://polymarket.com/profile/0xf1faf3f6ad1e0264d6cbecc1a416e7c536be047d
44,David32534,0x6e9108c47fe74fb241be7760d889315c3c39134e,,22948.209344472678,344769.105133,6.656,weather specialist / weather-heavy,medium,21,10,7,119,69,29,Will the highest temperature in Tokyo be 16°C on March 20? | Will the highest temperature in Seattle be between 52-53°F on March 11? | Will the highest temperature in Wuhan be 24°C or higher on April 8? | Will the highest temperature in Shanghai be 14°C on March 24? | Will the highest temperature in Tokyo be 14°C on March 14? | Will the highest temperature in Buenos Aires be 34°C on March 2? | Will the highest temperature in Dallas be between 72-73°F on February 12? | Will the highest temperature in New York City be between 48-49°F on February 21?,"Will Trump’s approval rating be between 41.0 and 41.4 on February 20, 2026? | Will the price of Ethereum be above $1,900 on March 1? | Will the price of Ethereum be above $1,900 on February 13? | Will the price of Bitcoin be above $68,000 on February 13? | Will the price of Bitcoin be above $66,000 on February 16?",https://polymarket.com/profile/0x6e9108c47fe74fb241be7760d889315c3c39134e
45,Junhoo2,0x34eccd57d85a42273ea46d8699a2666ac600b7cf,,21991.52988853,340842.165866,6.452,weather specialist / weather-heavy,medium,16,11,2,163,127,11,Will the highest temperature in Atlanta be between 74-75°F on March 20? | Will the highest temperature in Shanghai be 14°C on March 20? | Will the highest temperature in Atlanta be between 68-69°F on February 21? | Will the highest temperature in Dallas be between 68-69°F on February 14? | Will the highest temperature in Shanghai be 15°C on March 13? | Will the highest temperature in Hong Kong be 29°C on April 22? | Will the highest temperature in Wuhan be 24°C or higher on April 8? | Will the highest temperature in Paris be 10°C on February 16?,"Will the price of Ethereum be above $2,000 on February 15? | Will the price of Ethereum be above $2,000 on February 13? | Will the price of Bitcoin be between $58,000 and $60,000 on March 3? | Will the price of Bitcoin be between $58,000 and $60,000 on March 3? | Will the price of Bitcoin be between $64,000 and $66,000 on March 1?",https://polymarket.com/profile/0x34eccd57d85a42273ea46d8699a2666ac600b7cf
46,Cucurella,0xde324a83c0fc3051a67dd60be948f7e73210700c,,21890.77393879499,379174.63822100003,5.773,weather specialist / weather-heavy,medium,20,7,5,200,115,47,Will the highest temperature in London be between 54-55°F on November 14? | Will the highest temperature in New York City be 68°F or below on September 22? | Will the highest temperature in New York City be between 69-70°F on September 22? | Will the highest temperature in New York City be between 72-73°F on September 25? | Will the highest temperature in New York City be between 85-86°F on September 26? | Will the highest temperature in New York City be between 77-78°F on September 27? | Will the highest temperature in New York City be between 77-78°F on September 24? | Will the highest temperature in London be between 54-55°F on November 14?,"Bitcoin Up or Down - September 19, 3PM ET | Bitcoin Up or Down - September 18, 12PM ET | Bitcoin Up or Down - September 20, 6AM ET | Bitcoin Up or Down - September 20, 1AM ET | Bitcoin Up or Down - September 20, 7AM ET",https://polymarket.com/profile/0xde324a83c0fc3051a67dd60be948f7e73210700c
47,Brokie,0x1e1f17412069c0736adfaadf8ee7f46e5612c855,BrokieTrades,21714.864391747473,275796.24994699995,7.874,profitable in weather but currently/recently generalist,low,100,1,69,200,0,151,"Russia x Ukraine ceasefire by April 30, 2026?",Will Nikki Haley win the 2028 Republican presidential nomination? | Will Eric Trump win the 2028 Republican presidential nomination? | Will Joe Kent win the 2028 Republican presidential nomination? | Will Pete Hegseth win the 2028 Republican presidential nomination? | Will Thomas Massie win the 2028 Republican presidential nomination?,https://polymarket.com/profile/0x1e1f17412069c0736adfaadf8ee7f46e5612c855
48,meropi,0x9977760c6bd6f824cac834d1a36ee99478d63020,,21620.394094479147,6506709.590689001,0.332,weather specialist / weather-heavy,medium,7,6,0,200,178,0,Will the highest temperature in Tokyo be 19°C on April 25? | Will the highest temperature in London be 16°C on April 25? | Will the highest temperature in London be 17°C on April 25? | Will the highest temperature in Tokyo be 18°C on April 25? | Will the lowest temperature in London be 5°C on April 25? | Will the highest temperature in Madrid be 21°C on April 25? | Will the highest temperature in Tokyo be 19°C on April 25? | Will the highest temperature in Tokyo be 18°C on April 25?,,https://polymarket.com/profile/0x9977760c6bd6f824cac834d1a36ee99478d63020
49,DarbySkees,0x81f4293bb164d2ed8efe05509d17788ddeeffee2,DSkees72848,21458.901292,42915.0,50.003,weather-heavy mixed,low,0,0,0,135,13,55,Will the highest temperature in Seattle be between 44-45°F on December 29? | Will the highest temperature in Seattle be between 44-45°F on December 29? | Will the highest temperature in Seattle be between 44-45°F on December 29? | Will the highest temperature in Dallas be 80°F or higher on December 28? | Will the highest temperature in Dallas be 80°F or higher on December 28? | Will the highest temperature in Toronto be -4°C on December 27? | Will the highest temperature in Toronto be -4°C on December 27? | Will the highest temperature in London be 7°C on December 26?,"Will Powell say ""Inflation"" 50+ times during October press conference? | Will Powell say ""Inflation"" 50+ times during October press conference? | Will the Memphis Grizzlies win the 2026 NBA Finals? | Will the Memphis Grizzlies win the 2026 NBA Finals? | Will the Memphis Grizzlies win the 2026 NBA Finals?",https://polymarket.com/profile/0x81f4293bb164d2ed8efe05509d17788ddeeffee2
50,MrFox,0x53501b3d13852aabc77db40b536e625a1098cbc2,,21382.09003523533,113878.071457,18.776,weather specialist / weather-heavy,medium,0,0,0,200,180,11,Will the highest temperature in NYC be between 59-60°F on March 16? | Will the highest temperature in NYC be between 57-58°F on March 16? | Will the highest temperature in NYC be between 61-62°F on March 16? | Will the highest temperature in NYC be 72°F or higher on March 31? | Will the highest temperature in NYC be 83°F or higher on May 2? | Will the highest temperature in NYC be 79°F or higher on May 3? | Will the highest temperature in NYC be 79°F or higher on May 3? | Will the highest temperature in NYC be 79°F or higher on May 3?,Will Norman Powell win the 2025 NBA 3-Point Contest? | Will Cade Cunningham win the 2025 NBA 3-Point Contest? | Will Mac McClung win the 2025 NBA Slam Dunk Contest? | Will Mac McClung win the 2025 NBA Slam Dunk Contest? | Will Cade Cunningham win the 2025 NBA 3-Point Contest?,https://polymarket.com/profile/0x53501b3d13852aabc77db40b536e625a1098cbc2
51,0x43cb4Ae1f4dDC9E671486C79c9F40A6fd98B84Df-1761656284271,0x43cb4ae1f4ddc9e671486c79c9f40a6fd98b84df,,20793.2596615914,1869513.7476559996,1.112,weather specialist / weather-heavy,medium,100,0,2,200,164,4,Will the highest temperature in Karachi be 36°C or higher on April 25? | Will the highest temperature in Karachi be 36°C or higher on April 25? | Will the highest temperature in Karachi be 36°C or higher on April 25? | Will the highest temperature in Karachi be 36°C or higher on April 25? | Will the highest temperature in Karachi be 36°C or higher on April 25? | Will the highest temperature in Karachi be 35°C on April 25? | Will the highest temperature in Karachi be 36°C or higher on April 25? | Will the highest temperature in Karachi be 36°C or higher on April 25?,Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination?,https://polymarket.com/profile/0x43cb4ae1f4ddc9e671486c79c9f40a6fd98b84df
52,speeda,0x46745788e678a6f8ceebcd8bc7e37462b74703ca,,20527.755871889658,971739.714579,2.112,weather specialist / weather-heavy,medium,4,4,0,200,193,0,Will the highest temperature in Shenzhen be 30°C on March 27? | Will the highest temperature in Shenzhen be 27°C on March 29? | Will the highest temperature in Taipei be 30°C or higher on April 6? | Will the highest temperature in Seoul be 16°C on March 29? | Will the highest temperature in Hong Kong be 26°C on April 5? | Will the highest temperature in Hong Kong be 23°C on April 5? | Will the highest temperature in Taipei be 23°C on April 7? | Will the highest temperature in Hong Kong be 28°C on April 7?,,https://polymarket.com/profile/0x46745788e678a6f8ceebcd8bc7e37462b74703ca
53,InsiderrrZ,0x69e7ad68b5f11e97927e4bd938baf7dfb60bd3b0,,20527.26230453528,102163.29632200001,20.093,not enough public recent data to classify,low,100,0,40,200,0,120,,Will Keiko Fujimori win the 2026 Peruvian presidential election? | Will Trump nominate Scott Bessent as the next Fed chair? | Will annual inflation increase by 2.9% in November? | US x Iran ceasefire by April 7? | Will James Talarico win the Texas Democratic Senate Primary by between 10% and 15.00%?,https://polymarket.com/profile/0x69e7ad68b5f11e97927e4bd938baf7dfb60bd3b0
54,1pixel,0xbdcd1a99e6880b8146f61323dcb799bb5b243e9c,,20471.525270375336,761303.599343,2.689,weather specialist / weather-heavy,medium,10,10,0,200,198,2,Will the highest temperature in New York City be between 34-35°F on February 3? | Will the highest temperature in Ankara be 5°C or below on February 9? | Will the highest temperature in New York City be between 32-33°F on February 3? | Will the highest temperature in New York City be between 30-31°F on February 3? | Will the highest temperature in Wellington be 19°C or higher on February 4? | Will the highest temperature in Wellington be 17°C on February 4? | Will the highest temperature in Wellington be 16°C on February 4? | Will the highest temperature in London be 9°C on February 15?,Will Coinbase run an Ad during Super Bowl LX? | Will Coinbase run an Ad during Super Bowl LX?,https://polymarket.com/profile/0xbdcd1a99e6880b8146f61323dcb799bb5b243e9c
55,wegotit2green,0xb1f8aa72eeee3316b39716d2d0ae3fdc13aa2734,,20397.599047535947,452677.92846200004,4.506,weather specialist / weather-heavy,medium,0,0,0,200,196,1,Will the highest temperature in Lagos be 26°C or below on April 25? | Will the highest temperature in Lagos be 35°C on April 22? | Will the highest temperature in Lagos be 36°C on April 22? | Will the highest temperature in Lagos be 31°C on April 23? | Will the highest temperature in Lagos be 30°C on April 22? | Will the highest temperature in Lagos be 27°C or below on April 24? | Will the highest temperature in Lagos be 33°C on April 21? | Will the highest temperature in Lagos be 34°C on April 22?,Will Gavin Newsom win the 2028 Democratic presidential nomination?,https://polymarket.com/profile/0xb1f8aa72eeee3316b39716d2d0ae3fdc13aa2734
56,syacxxa,0x2b2866a724e73bf45af306036f12f20170b4d021,,19511.694608781912,475869.552529,4.1,weather specialist / weather-heavy,medium,100,100,0,200,199,0,Will the highest temperature in Buenos Aires be 30°C or below on January 30? | Will the highest temperature in London be 14°C on March 19? | Will the highest temperature in London be 25°C or higher on April 9? | Will the highest temperature in London be 11°C on April 20? | Will the highest temperature in London be 24°C on April 9? | Will the highest temperature in New York City be 64°F or higher on March 16? | Will the highest temperature in London be 16°C on March 18? | Will the highest temperature in Paris be 15°C on March 6?,,https://polymarket.com/profile/0x2b2866a724e73bf45af306036f12f20170b4d021
57,soyeon2235,0x8195b9ebc8e45b37529c5470830d0c96441d145c,,19298.771393300765,322958.86002799997,5.976,weather specialist / weather-heavy,medium,18,10,3,120,66,21,Will the highest temperature in Shenzhen be 27°C on March 22? | Will the highest temperature in New York City be 51°F or below on March 23? | Will the highest temperature in Seattle be between 46-47°F on February 15? | Will the highest temperature in London be 13°C on February 23? | Will the highest temperature in Seattle be 52°F or higher on February 12? | Will the highest temperature in Dallas be between 74-75°F on February 12? | Will the highest temperature in Madrid be 22°C on March 25? | Will the highest temperature in Chongqing be 23°C on April 22?,"Ethereum Up or Down on February 14? | Will the price of Ethereum be above $1,900 on February 13? | Will Jorge Nieto win the 2026 Peruvian presidential election? | Will Jorge Nieto win the 2026 Peruvian presidential election? | Will Bitcoin reach $77,000 on March 10?",https://polymarket.com/profile/0x8195b9ebc8e45b37529c5470830d0c96441d145c
58,pandatown,0xf33f0dfe73e3d1b3d0453e2a02c5d19100d3085c,MosesJerezSchac,19145.30972896472,1504733.0089460001,1.272,weather-heavy mixed,low,100,2,4,200,3,9,Hurricanes vs. Jets | Hurricanes vs. Panthers | Oilers vs. Hurricanes | Spread: Hurricanes (-1.5) | Georgia Tech Yellow Jackets vs. Miami Hurricanes,"UFC Fight Night: Joselyne Edwards vs. Nora Cornolle (Women's Bantamweight, Prelims) | Bitcoin Up or Down - November 8, 9:30PM-9:45PM ET | Will Bitcoin reach $115,000 in November? | UFC 325: Mullarkey vs. Salkilld (Lightweight, Prelims) | UFC Fight Night: Dustin Jacoby vs. Julius Walker (Light Heavyweight, Main Card)",https://polymarket.com/profile/0xf33f0dfe73e3d1b3d0453e2a02c5d19100d3085c
59,xX25Xx,0x2a353ce9e57a51e65814d2fe7cdd4ad3f20741ce,,18841.229346842196,93610.222111,20.127,weather specialist / weather-heavy,medium,100,81,0,200,114,41,Will the highest temperature in Seattle be between 42-43°F on March 5? | Will the highest temperature in Seattle be between 44-45°F on March 5? | Will the highest temperature in Seattle be between 40-41°F on March 5? | Will the highest temperature in Seattle be 39°F or below on March 5? | Will the highest temperature in Seoul be -1°C or below on March 6? | Will the highest temperature in Seoul be 0°C on March 6? | Will the highest temperature in Buenos Aires be 41°C or higher on March 4? | Will the highest temperature in Buenos Aires be 37°C on March 4?,Will Ron DeSantis win the 2028 US Presidential Election? | Will Glenn Youngkin win the 2028 US Presidential Election? | Will Andy Beshear win the 2028 US Presidential Election? | Will JB Pritzker win the 2028 US Presidential Election? | Will Thomas Massie win the 2028 US Presidential Election?,https://polymarket.com/profile/0x2a353ce9e57a51e65814d2fe7cdd4ad3f20741ce
60,Varyag,0xd75d96a23515172778d3281f53c9180b985100c8,,18806.550770304355,672619.823365,2.796,weather specialist / weather-heavy,medium,3,1,1,200,187,5,Will the highest temperature in New York City be between 50-51°F on April 25? | Will the highest temperature in New York City be between 50-51°F on April 25? | Will the highest temperature in New York City be between 64-65°F on April 24? | Will the highest temperature in New York City be between 64-65°F on April 24? | Will the highest temperature in New York City be between 64-65°F on April 24? | Will the highest temperature in New York City be between 64-65°F on April 24? | Will the highest temperature in New York City be between 64-65°F on April 24? | Will the highest temperature in New York City be between 64-65°F on April 24?,US obtains Iranian enriched uranium by May 31? | US obtains Iranian enriched uranium by May 31? | US obtains Iranian enriched uranium by May 31? | US obtains Iranian enriched uranium by May 31? | US obtains Iranian enriched uranium by May 31?,https://polymarket.com/profile/0xd75d96a23515172778d3281f53c9180b985100c8
61,opopv,0x116db6298abcdefe06f9f5458c293c7de185fbf1,,18409.90310754529,1287679.9533850001,1.43,weather specialist / weather-heavy,medium,35,35,0,200,200,0,Will the highest temperature in Hong Kong be 26°C on April 25? | Will the highest temperature in Taipei be 21°C on April 25? | Will the highest temperature in Shanghai be 21°C on April 25? | Will the highest temperature in Seoul be 20°C on April 15? | Will the highest temperature in Shanghai be 22°C on April 25? | Will the highest temperature in Wuhan be 26°C on April 25? | Will the highest temperature in Shenzhen be 27°C on April 25? | Will the highest temperature in Hong Kong be 25°C on April 25?,,https://polymarket.com/profile/0x116db6298abcdefe06f9f5458c293c7de185fbf1
62,oVyg7f,0x5f390e4b7d6f06d6756a6c92afdbf7b3176aa78c,,18379.991602257356,5697984.909916,0.323,not enough public recent data to classify,low,100,0,81,200,0,141,,Will James Talarico and Wesley Hunt be the candidates for the Texas Senate Election? | Will Jasmine Crockett and Wesley Hunt be the candidates for the Texas Senate Election? | Will Yegor Shilov be drafted 1st overall in the 2026 NHL Draft? | Will Nikita Klepov be drafted 1st overall in the 2026 NHL Draft? | Will Adam Goljer be drafted 1st overall in the 2026 NHL Draft?,https://polymarket.com/profile/0x5f390e4b7d6f06d6756a6c92afdbf7b3176aa78c
63,PunxsutawneyPhil,0x8e22f7e80a03a36c80a7fe545369f008fc1e3061,_Yagami_L1ght,17814.466471417574,518865.3844749999,3.433,weather specialist / weather-heavy,medium,27,27,0,200,195,0,Will the highest temperature in New York City be between 72-73°F on April 13? | Will the highest temperature in New York City be between 88-89°F on April 14? | Will the highest temperature in Chicago be 74°F or higher on April 13? | Will the highest temperature in New York City be 90°F or higher on April 14? | Will the highest temperature in New York City be 59°F or below on April 11? | Will the highest temperature in New York City be 45°F or below on April 20? | Will the highest temperature in New York City be between 74-75°F on April 13? | Will the highest temperature in Chicago be between 72-73°F on April 13?,,https://polymarket.com/profile/0x8e22f7e80a03a36c80a7fe545369f008fc1e3061
64,AB2,0xafb8523f97af6a310d9c03d4290a81c09c3bd9c1,,17779.74569400693,591007.238573,3.008,profitable in weather but currently/recently generalist,low,10,1,2,200,0,5,Will Trump release a new Russia x Ukraine peace plan by November 30?,Will JB Pritzker win the 2028 US Presidential Election? | US national Bitcoin reserve in 2025? | Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination?,https://polymarket.com/profile/0xafb8523f97af6a310d9c03d4290a81c09c3bd9c1
65,lesse,0xe9990c7248599d5c7ca5a4301f09da384d9a6f77,,17181.325777610862,116754.37337800002,14.716,not enough public recent data to classify,low,0,0,0,200,0,19,,Will Donald Trump win the 2024 US Presidential Election? | Will Donald Trump win the 2024 US Presidential Election? | Will Donald Trump win the 2024 US Presidential Election? | Will Donald Trump win the 2024 US Presidential Election? | Will Donald Trump win the 2024 US Presidential Election?,https://polymarket.com/profile/0xe9990c7248599d5c7ca5a4301f09da384d9a6f77
66,fhantombets,0x6356fb47642a028bc09df92023c35a21a0b41885,,17149.67195675649,167538.34531100004,10.236,weather-heavy mixed,low,0,0,0,200,24,157,Meissner effect confirmed near room temperature? | Meissner effect confirmed near room temperature? | Meissner effect confirmed near room temperature? | Meissner effect confirmed near room temperature? | Meissner effect confirmed near room temperature? | Meissner effect confirmed near room temperature? | Meissner effect confirmed near room temperature? | Meissner effect confirmed near room temperature?,Will Lamar Jackson win NFL MVP for the 2024-25 season? | Will Josh Allen win NFL MVP for the 2024-25 season? | Will another player win NFL MVP for the 2024-2025 season? | Will Alperen Sengun lead the NBA in Rebounds? | Will Alperen Sengun lead the NBA in Rebounds?,https://polymarket.com/profile/0x6356fb47642a028bc09df92023c35a21a0b41885
67,BrightSpringFox,0xa1782a357ec27ad78ef58394953184fa52522112,,17072.9761794576,733183.3916450001,2.329,weather specialist / weather-heavy,medium,5,3,2,200,185,8,Will the highest temperature in Lagos be 30°C on April 24? | Will the highest temperature in Tel Aviv be 28°C on April 25? | Will the lowest temperature in London be 5°C on April 25? | Will the highest temperature in Tel Aviv be 28°C on April 25? | Will the lowest temperature in Paris be 6°C on April 25? | Will the lowest temperature in London be 6°C on April 25? | Will the highest temperature in Lagos be 35°C on April 24? | Will the highest temperature in Manila be 34°C on April 25?,Will Trump visit China by April 30? | Will Trump visit China by May 31? | Will David Bailey be the third pick in the 2026 NFL draft? | Will David Bailey be the third pick in the 2026 NFL draft? | Will David Bailey be the third pick in the 2026 NFL draft?,https://polymarket.com/profile/0xa1782a357ec27ad78ef58394953184fa52522112
68,0x4e25605fd905e9972efc0f4d8814530c655cd7a7,0x4e25605fd905e9972efc0f4d8814530c655cd7a7,,17072.48070248078,293095.35868599993,5.825,weather-heavy mixed,low,100,2,81,200,9,133,"Russia x Ukraine ceasefire by April 30, 2026? | Russia x Ukraine ceasefire by June 30, 2026? | Zelenskyy out as Ukraine president by end of 2026? | Russia x Ukraine ceasefire by May 31, 2026? | Russia x Ukraine ceasefire by May 31, 2026? | Russia x Ukraine ceasefire by May 31, 2026? | Russia x Ukraine ceasefire by end of 2026? | Russia x Ukraine ceasefire by end of 2026?",Will JD Vance win the 2028 US Presidential Election? | Will Roy Cooper win the 2028 Democratic presidential nomination? | Will JD Vance win the 2028 US Presidential Election? | Will Kamala Harris win the California Governor Election in 2026? | Will Josh Shapiro win the 2028 US Presidential Election?,https://polymarket.com/profile/0x4e25605fd905e9972efc0f4d8814530c655cd7a7
69,WordleAddict,0xe25b9180f5687aa85bd94ee309bb72a464320f1b,,16265.418323964557,562376.11479,2.892,not enough public recent data to classify,low,17,0,6,200,0,99,,"Will JD Vance win the 2028 US Presidential Election? | Will JD Vance win the 2028 US Presidential Election? | US obtains Iranian enriched uranium by May 31? | US x Iran permanent peace deal by May 31, 2026? | Trump announces end of military operations against Iran by April 30th?",https://polymarket.com/profile/0xe25b9180f5687aa85bd94ee309bb72a464320f1b
70,Miojinho,0x64dbeb0a10678b1ff708320b19654c5d40a98c8e,,16142.148947518126,61630.867724,26.192,not enough public recent data to classify,low,16,0,3,200,0,10,,"Will Luiz Inácio Lula da Silva win the 2026 Brazilian presidential election? | Will Oscar Piastri be the 2026 F1 Drivers' Champion? | Will voter turnout be 77–80% in the 2026 Hungarian parliamentary election? | Will Donald Trump publicly insult someone on April 20, 2026? | Will Donald Trump publicly insult someone on April 20, 2026?",https://polymarket.com/profile/0x64dbeb0a10678b1ff708320b19654c5d40a98c8e
71,Ooookey,0xb06a0eae498750ed0acac7e1f759f741c56e52f5,,16049.08675233555,1363281.8853960002,1.177,weather specialist / weather-heavy,medium,100,51,2,200,160,0,Will the highest temperature in Seoul be 18°C or higher on April 17? | Will the highest temperature in Dallas be 74°F or higher on April 12? | Will the highest temperature in Dallas be between 70-71°F on April 12? | Will the highest temperature in Buenos Aires be 26°C or higher on April 23? | Will the highest temperature in Buenos Aires be 24°C on April 23? | Will the highest temperature in Hong Kong be 29°C on April 21? | Will the highest temperature in Hong Kong be 31°C or higher on April 21? | Will the highest temperature in Hong Kong be 30°C on April 21?,Will Gavin Newsom win the 2028 Democratic presidential nomination? | Will Gavin Newsom win the 2028 Democratic presidential nomination?,https://polymarket.com/profile/0xb06a0eae498750ed0acac7e1f759f741c56e52f5
