rank,userName,proxyWallet,weather_pnl_usd,weather_volume_usd,pnl_volume_pct,classification,active_weather_positions,active_nonweather_positions,recent_weather_activity,recent_nonweather_activity,weather_signal_count,xUsername,profile_url,sample_weather_titles,sample_nonweather_titles,confidence
28,protrade3,0x1c0f3e4c90a48e4dd93d0abcdf719a5a5f1599d0,32652.55,0,,weather specialist / weather-heavy,29,0,185,0,214,,https://polymarket.com/profile/0x1c0f3e4c90a48e4dd93d0abcdf719a5a5f1599d0,Will the highest temperature in Hong Kong be 24°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-24c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Hong Kong be 23°C on April 25? highest-temperature-in-hong-kong-on-april-25-2026-23c highest-temperature-in-hong-kong-on-april-25-2026  | Will the highest temperature in Madrid be 21°C on April 25? highest-temperature-in-madrid-on-april-25-2026-21c highest-temperature-in-madrid-on-april-25-2026  | Will the highest temperature in Singapore be 35°C on April 25? highest-temperature-in-singapore-on-april-25-2026-35c highest-temperature-in-singapore-on-april-25-2026  | Will the highest temperature in Seoul be 20°C on April 25? highest-temperature-in-seoul-on-april-25-2026-20c highest-temperature-in-seoul-on-april-25-2026  | Will the highest temperature in Wellington be 17°C on April 25? highest-temperature-in-wellington-on-april-25-2026-17c highest-temperature-in-wellington-on-april-25-2026  | Will the highest temperature in Busan be 26°C or higher on April 25? highest-temperature-in-busan-on-april-25-2026-26corhigher highest-temperature-in-busan-on-april-25-2026  | Will the highest temperature in London be 19°C on April 25? highest-temperature-in-london-on-april-25-2026-19c highest-temperature-in-london-on-april-25-2026 ,,live_top80_sample
29,Protrade2,0x4ffba5035905ddfd5e80db2fcbf83a7b4c62119d,30660.45,0,,weather specialist / weather-heavy,5,0,173,0,178,,https://polymarket.com/profile/0x4ffba5035905ddfd5e80db2fcbf83a7b4c62119d,Will the highest temperature in Shenzhen be 27°C on April 25? highest-temperature-in-shenzhen-on-april-25-2026-27c highest-temperature-in-shenzhen-on-april-25-2026  | Will the highest temperature in Shenzhen be 28°C on April 25? highest-temperature-in-shenzhen-on-april-25-2026-28c highest-temperature-in-shenzhen-on-april-25-2026  | Will there be more than 5 earthquakes of magnitude 6.5 or higher worldwide from April 27 - May 3? will-there-be-more-than-5-earthquakes-of-magnitude-6pt5-or-higher-worldwide-from-a | Will the lowest temperature in Paris be 5°C on April 27? lowest-temperature-in-paris-on-april-27-2026-5c lowest-temperature-in-paris-on-april-27-2026  | Will there be exactly 4 earthquakes of magnitude 6.5 or higher worldwide from April 27 - May 3? will-there-be-exactly-4-earthquakes-of-magnitude-6pt5-or-higher-worldwide-from-april | Will there be exactly 5 earthquakes of magnitude 6.5 or higher worldwide from April 27 - May 3? will-there-be-exactly-5-earthquakes-of-magnitude-6pt5-or-higher-worldwide-from-april | Will there be more than 5 earthquakes of magnitude 6.5 or higher worldwide from April 27 - May 3? will-there-be-more-than-5-earthquakes-of-magnitude-6pt5-or-higher-worldwide-from-a | Will there be more than 5 earthquakes of magnitude 6.5 or higher worldwide from April 27 - May 3? will-there-be-more-than-5-earthquakes-of-magnitude-6pt5-or-higher-worldwide-from-a,,live_top80_sample
30,neobrother,0x6297b93ea37ff92a57fd636410f3b71ebf74517e,30552.89,0,,weather specialist / weather-heavy,15,0,200,0,215,,https://polymarket.com/profile/0x6297b93ea37ff92a57fd636410f3b71ebf74517e,Will the highest temperature in Moscow be 12°C on April 25? highest-temperature-in-moscow-on-april-25-2026-12c highest-temperature-in-moscow-on-april-25-2026  | Will the highest temperature in Moscow be 12°C on April 26? highest-temperature-in-moscow-on-april-26-2026-12c highest-temperature-in-moscow-on-april-26-2026  | Will the highest temperature in Moscow be 11°C on April 25? highest-temperature-in-moscow-on-april-25-2026-11c highest-temperature-in-moscow-on-april-25-2026  | Will the highest temperature in Atlanta be between 80-81°F on April 25? highest-temperature-in-atlanta-on-april-25-2026-80-81f highest-temperature-in-atlanta-on-april-25-2026  | Will the highest temperature in Moscow be 10°C on April 25? highest-temperature-in-moscow-on-april-25-2026-10c highest-temperature-in-moscow-on-april-25-2026  | Will the highest temperature in Hong Kong be 20°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-20c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Miami be between 86-87°F on April 25? highest-temperature-in-miami-on-april-25-2026-86-87f highest-temperature-in-miami-on-april-25-2026  | Will the highest temperature in Miami be between 88-89°F on April 25? highest-temperature-in-miami-on-april-25-2026-88-89f highest-temperature-in-miami-on-april-25-2026 ,,live_top80_sample
31,Nowhere-Man,0x45580feac3b916a88b7513929e26f86b3adea2b3,30410.34,0,,weather-heavy mixed,0,0,50,0,50,,https://polymarket.com/profile/0x45580feac3b916a88b7513929e26f86b3adea2b3,Will Ukraine agree to cede territory to Russia in 2025? will-ukraine-agree-to-cede-territory-to-russia will-ukraine-agree-to-cede-territory-to-russia  | Will Ukraine agree to cede territory to Russia in 2025? will-ukraine-agree-to-cede-territory-to-russia will-ukraine-agree-to-cede-territory-to-russia  | US recognizes Russian sovereignty over Ukraine? us-recognizes-russian-sovereignty-over-ukraine us-recognizes-russian-sovereignty-over-ukraine  | US recognizes Russian sovereignty over Ukraine? us-recognizes-russian-sovereignty-over-ukraine us-recognizes-russian-sovereignty-over-ukraine  | Will Ukraine agree to cede territory to Russia in 2025? will-ukraine-agree-to-cede-territory-to-russia will-ukraine-agree-to-cede-territory-to-russia  | Will Ukraine agree to cede territory to Russia in 2025? will-ukraine-agree-to-cede-territory-to-russia will-ukraine-agree-to-cede-territory-to-russia  | Will Ukraine agree to cede territory to Russia in 2025? will-ukraine-agree-to-cede-territory-to-russia will-ukraine-agree-to-cede-territory-to-russia  | Will Ukraine agree to cede territory to Russia in 2025? will-ukraine-agree-to-cede-territory-to-russia will-ukraine-agree-to-cede-territory-to-russia ,,live_top80_sample
32,NoonienSoong,0x38cc1d1f95d12039324809d8bb6ca6da6cbef88e,30261.13,0,,weather specialist / weather-heavy,0,0,191,0,191,,https://polymarket.com/profile/0x38cc1d1f95d12039324809d8bb6ca6da6cbef88e,Will the highest temperature in San Francisco be between 60-61°F on April 24? highest-temperature-in-san-francisco-on-april-24-2026-60-61f highest-temperature-in-san-francisco-on-a | Will the highest temperature in Miami be between 80-81°F on April 24? highest-temperature-in-miami-on-april-24-2026-80-81f highest-temperature-in-miami-on-april-24-2026  | Will the highest temperature in San Francisco be between 60-61°F on April 24? highest-temperature-in-san-francisco-on-april-24-2026-60-61f highest-temperature-in-san-francisco-on-a | Will the highest temperature in Miami be between 80-81°F on April 24? highest-temperature-in-miami-on-april-24-2026-80-81f highest-temperature-in-miami-on-april-24-2026  | Will the highest temperature in Miami be between 80-81°F on April 24? highest-temperature-in-miami-on-april-24-2026-80-81f highest-temperature-in-miami-on-april-24-2026  | Will the highest temperature in New York City be between 60-61°F on April 24? highest-temperature-in-nyc-on-april-24-2026-60-61f highest-temperature-in-nyc-on-april-24-2026  | Will the highest temperature in Shenzhen be 19°C on April 24? highest-temperature-in-shenzhen-on-april-24-2026-19c highest-temperature-in-shenzhen-on-april-24-2026  | Will the highest temperature in New York City be between 60-61°F on April 24? highest-temperature-in-nyc-on-april-24-2026-60-61f highest-temperature-in-nyc-on-april-24-2026 ,,live_top80_sample
33,khalidakup,0x97eb7ddf9139a3db0be99e81217e20546e219fbe,29585.79,0,,weather specialist / weather-heavy,0,0,170,0,170,,https://polymarket.com/profile/0x97eb7ddf9139a3db0be99e81217e20546e219fbe,"Will the highest temperature in London be 16°C on April 6? highest-temperature-in-london-on-april-6-2026-16c highest-temperature-in-london-on-april-6-2026  | Will the highest temperature in London be 16°C on April 6? highest-temperature-in-london-on-april-6-2026-16c highest-temperature-in-london-on-april-6-2026  | Will the highest temperature in Moscow be 14°C or higher on April 4? highest-temperature-in-moscow-on-april-4-2026-14corhigher highest-temperature-in-moscow-on-april-4-2026  | Will the highest temperature in Dallas be between 74-75°F on April 4? highest-temperature-in-dallas-on-april-4-2026-74-75f highest-temperature-in-dallas-on-april-4-2026  | Will the highest temperature in Dallas be between 74-75°F on April 4? highest-temperature-in-dallas-on-april-4-2026-74-75f highest-temperature-in-dallas-on-april-4-2026  | Ukraine strikes another tanker in Black Sea by March 31, 2026? ukraine-strikes-another-tanker-in-black-sea-by-march-31-2026 ukraine-strikes-another-tanker-in-black-sea-by-835  | Will the highest temperature in Taipei be 30°C on April 3? highest-temperature-in-taipei-on-april-3-2026-30c highest-temperature-in-taipei-on-april-3-2026  | Will the highest temperature in Taipei be 32°C on April 3? highest-temperature-in-taipei-on-april-3-2026-32c highest-temperature-in-taipei-on-april-3-2026 ",,live_top80_sample
34,jangsunjuu,0x42fd57f1545f699ed52bb8ae4b4ecb5da63496c0,27983.63,0,,weather specialist / weather-heavy,12,0,95,0,107,,https://polymarket.com/profile/0x42fd57f1545f699ed52bb8ae4b4ecb5da63496c0,"Will the highest temperature in Munich be 7°C on March 27? highest-temperature-in-munich-on-march-27-2026-7c highest-temperature-in-munich-on-march-27-2026  | Will the highest temperature in Shanghai be 20°C on March 29? highest-temperature-in-shanghai-on-march-29-2026-20c highest-temperature-in-shanghai-on-march-29-2026  | Will the highest temperature in New York City be between 50-51°F on March 25? highest-temperature-in-nyc-on-march-25-2026-50-51f highest-temperature-in-nyc-on-march-25-2026  | Will the highest temperature in Paris be 18°C or below on April 10? highest-temperature-in-paris-on-april-10-2026-18corbelow highest-temperature-in-paris-on-april-10-2026  | Will the price of XRP be above $1.40 on February 12? xrp-above-1pt4-on-february-12 xrp-above-on-february-12  | Will the highest temperature in Wuhan be 24°C or higher on April 8? highest-temperature-in-wuhan-on-april-8-2026-24corhigher highest-temperature-in-wuhan-on-april-8-2026  | Will the price of Bitcoin be above $68,000 on February 14? bitcoin-above-68k-on-february-14 bitcoin-above-on-february-14  | Will the highest temperature in Guangzhou be 28°C on April 23? highest-temperature-in-guangzhou-on-april-23-2026-28c highest-temperature-in-guangzhou-on-april-23-2026 ",,live_top80_sample
35,0xf2e346ab,0x8278252ebbf354eca8ce316e680a0eaf02859464,26372.78,0,,weather specialist / weather-heavy,10,0,199,0,209,,https://polymarket.com/profile/0x8278252ebbf354eca8ce316e680a0eaf02859464,Will the highest temperature in London be 17°C on February 22? highest-temperature-in-london-on-february-22-2026-17c highest-temperature-in-london-on-february-22-2026  | Will the highest temperature in London be 16°C on February 22? highest-temperature-in-london-on-february-22-2026-16c highest-temperature-in-london-on-february-22-2026  | Will the highest temperature in London be 14°C on February 22? highest-temperature-in-london-on-february-22-2026-14c highest-temperature-in-london-on-february-22-2026  | Will the highest temperature in London be 18°C or higher on February 22? highest-temperature-in-london-on-february-22-2026-18corhigher highest-temperature-in-london-on-february-22- | Will the highest temperature in Hong Kong be 23°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-23c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in Hong Kong be 24°C on April 24? highest-temperature-in-hong-kong-on-april-24-2026-24c highest-temperature-in-hong-kong-on-april-24-2026  | Will the highest temperature in London be 19°C on April 25? highest-temperature-in-london-on-april-25-2026-19c highest-temperature-in-london-on-april-25-2026  | Will the highest temperature in London be 15°C on February 22? highest-temperature-in-london-on-february-22-2026-15c highest-temperature-in-london-on-february-22-2026 ,,live_top80_sample
36,jfm-20,0xcd9d30094d5c30be701c6ce633013c0a5e8206b0,24938.42,0,,weather specialist / weather-heavy,31,0,136,0,167,,https://polymarket.com/profile/0xcd9d30094d5c30be701c6ce633013c0a5e8206b0,Will the highest temperature in New York City be between 36-37°F on March 6? highest-temperature-in-nyc-on-march-6-2026-36-37f highest-temperature-in-nyc-on-march-6-2026  | Will the highest temperature in London be 12°C on February 27? highest-temperature-in-london-on-february-27-2026-12c highest-temperature-in-london-on-february-27-2026  | Will the highest temperature in Paris be 20°C on March 6? highest-temperature-in-paris-on-march-6-2026-20c highest-temperature-in-paris-on-march-6-2026  | Will the highest temperature in London be 19°C on March 5? highest-temperature-in-london-on-march-5-2026-19c highest-temperature-in-london-on-march-5-2026  | Will the highest temperature in New York City be 31°F or below on March 1? highest-temperature-in-nyc-on-march-1-2026-31forbelow highest-temperature-in-nyc-on-march-1-2026  | Will the highest temperature in New York City be between 38-39°F on March 6? highest-temperature-in-nyc-on-march-6-2026-38-39f highest-temperature-in-nyc-on-march-6-2026  | Will the highest temperature in Paris be 19°C on March 6? highest-temperature-in-paris-on-march-6-2026-19c highest-temperature-in-paris-on-march-6-2026  | Will the highest temperature in New York City be between 32-33°F on March 1? highest-temperature-in-nyc-on-march-1-2026-32-33f highest-temperature-in-nyc-on-march-1-2026 ,,live_top80_sample
37,Lavincey,0x1cdd071bb612de6d66d0c882b676c663697de595,24633.24,0,,weather specialist / weather-heavy,50,0,8,0,58,,https://polymarket.com/profile/0x1cdd071bb612de6d66d0c882b676c663697de595,Will the highest temperature in New York City be between 58-59°F on April 18? highest-temperature-in-nyc-on-april-18-2026-58-59f highest-temperature-in-nyc-on-april-18-2026  | Will the highest temperature in New York City be between 78-79°F on April 17? highest-temperature-in-nyc-on-april-17-2026-78-79f highest-temperature-in-nyc-on-april-17-2026  | Will the highest temperature in London be 19°C on April 17? highest-temperature-in-london-on-april-17-2026-19c highest-temperature-in-london-on-april-17-2026  | Will the highest temperature in New York City be 77°F or below on April 17? highest-temperature-in-nyc-on-april-17-2026-77forbelow highest-temperature-in-nyc-on-april-17-2026  | Will the highest temperature in Shanghai be 21°C on April 19? highest-temperature-in-shanghai-on-april-19-2026-21c highest-temperature-in-shanghai-on-april-19-2026  | Will the highest temperature in Seoul be 18°C or higher on April 17? highest-temperature-in-seoul-on-april-17-2026-18corhigher highest-temperature-in-seoul-on-april-17-2026  | Will the highest temperature in Tokyo be 23°C or higher on April 18? highest-temperature-in-tokyo-on-april-18-2026-23corhigher highest-temperature-in-tokyo-on-april-18-2026  | Will the highest temperature in Beijing be 23°C on April 17? highest-temperature-in-beijing-on-april-17-2026-23c highest-temperature-in-beijing-on-april-17-2026 ,,live_top80_sample
38,HondaCivic2,0x08cf0b0fec3d42d9920bb0dfbc49fde635088cbc,24433.79,0,,weather specialist / weather-heavy,0,0,147,0,147,,https://polymarket.com/profile/0x08cf0b0fec3d42d9920bb0dfbc49fde635088cbc,Will the highest temperature in Ankara be 9°C on February 6? highest-temperature-in-ankara-on-february-6-2026-9c highest-temperature-in-ankara-on-february-6-2026  | Will the highest temperature in Ankara be 9°C on February 6? highest-temperature-in-ankara-on-february-6-2026-9c highest-temperature-in-ankara-on-february-6-2026  | Will the highest temperature in Ankara be 9°C on February 6? highest-temperature-in-ankara-on-february-6-2026-9c highest-temperature-in-ankara-on-february-6-2026  | Will the highest temperature in Ankara be 9°C on February 6? highest-temperature-in-ankara-on-february-6-2026-9c highest-temperature-in-ankara-on-february-6-2026  | Will the highest temperature in Ankara be 9°C on February 6? highest-temperature-in-ankara-on-february-6-2026-9c highest-temperature-in-ankara-on-february-6-2026  | Will the highest temperature in Ankara be 9°C on February 6? highest-temperature-in-ankara-on-february-6-2026-9c highest-temperature-in-ankara-on-february-6-2026  | Will the highest temperature in Ankara be 9°C on February 6? highest-temperature-in-ankara-on-february-6-2026-9c highest-temperature-in-ankara-on-february-6-2026  | Will the highest temperature in Ankara be 9°C on February 6? highest-temperature-in-ankara-on-february-6-2026-9c highest-temperature-in-ankara-on-february-6-2026 ,,live_top80_sample
39,387411007415611814092217897387,0xa49b6ea0a604c581f2a9569db42c192b1c487054,24274.69,0,,weather specialist / weather-heavy,3,0,92,0,95,,https://polymarket.com/profile/0xa49b6ea0a604c581f2a9569db42c192b1c487054,Will April 2026 be the 4th or lower hottest on record? will-april-2026-be-the-4th-or-lower-hottest-on-record 2026-april-1st-2nd-3rd-hottest-on-record  | Will global temperature increase by between 1.10ºC and 1.14ºC in February 2026? will-global-temperature-increase-by-between-1pt10c-and-1pt14c-in-february-2026-151 february-2026-tem | Will global temperature increase by between 1.05ºC and 1.09ºC in February 2026? will-global-temperature-increase-by-between-1pt05c-and-1pt09c-in-february-2026-988 february-2026-tem | Will the highest temperature in Warsaw be 10°C on April 26? highest-temperature-in-warsaw-on-april-26-2026-10c highest-temperature-in-warsaw-on-april-26-2026  | Will the highest temperature in Madrid be 27°C on April 26? highest-temperature-in-madrid-on-april-26-2026-27c highest-temperature-in-madrid-on-april-26-2026  | Will the highest temperature in Beijing be 25°C on April 26? highest-temperature-in-beijing-on-april-26-2026-25c highest-temperature-in-beijing-on-april-26-2026  | Will the highest temperature in Shenzhen be 31°C on April 26? highest-temperature-in-shenzhen-on-april-26-2026-31c highest-temperature-in-shenzhen-on-april-26-2026  | Will the highest temperature in Shanghai be 23°C on April 26? highest-temperature-in-shanghai-on-april-26-2026-23c highest-temperature-in-shanghai-on-april-26-2026 ,,live_top80_sample
40,0x77266604E63f5cAF08D19CaEBae0C563ce64aEE,0x77266604e63f5caf08d19caebae0c563ce064aee,24256.28,0,,weather specialist / weather-heavy,28,0,200,0,228,,https://polymarket.com/profile/0x77266604e63f5caf08d19caebae0c563ce064aee,Will the highest temperature in New York City be between 56-57°F on April 18? highest-temperature-in-nyc-on-april-18-2026-56-57f highest-temperature-in-nyc-on-april-18-2026  | Will the highest temperature in New York City be between 54-55°F on April 18? highest-temperature-in-nyc-on-april-18-2026-54-55f highest-temperature-in-nyc-on-april-18-2026  | Will the highest temperature in Seoul be 21°C on April 19? highest-temperature-in-seoul-on-april-19-2026-21c highest-temperature-in-seoul-on-april-19-2026  | Will the highest temperature in Seoul be 17°C on April 19? highest-temperature-in-seoul-on-april-19-2026-17c highest-temperature-in-seoul-on-april-19-2026  | Will the highest temperature in Seoul be 18°C on April 19? highest-temperature-in-seoul-on-april-19-2026-18c highest-temperature-in-seoul-on-april-19-2026  | Will the highest temperature in Seoul be 19°C on April 25? highest-temperature-in-seoul-on-april-25-2026-19c highest-temperature-in-seoul-on-april-25-2026  | Will the highest temperature in Seoul be 18°C on April 25? highest-temperature-in-seoul-on-april-25-2026-18c highest-temperature-in-seoul-on-april-25-2026  | Will the highest temperature in Seoul be 20°C on April 19? highest-temperature-in-seoul-on-april-19-2026-20c highest-temperature-in-seoul-on-april-19-2026 ,,live_top80_sample
41,dpnd,0x5f211a24da4c005d9438a1ea269673b85ed0b376,24134.16,0,,weather specialist / weather-heavy,98,0,200,0,298,,https://polymarket.com/profile/0x5f211a24da4c005d9438a1ea269673b85ed0b376,Will the highest temperature in Mexico City be 18°C on April 27? highest-temperature-in-mexico-city-on-april-27-2026-18c highest-temperature-in-mexico-city-on-april-27-2026  | Will the highest temperature in Mexico City be 19°C on April 27? highest-temperature-in-mexico-city-on-april-27-2026-19c highest-temperature-in-mexico-city-on-april-27-2026  | Will the highest temperature in Mexico City be 20°C on April 27? highest-temperature-in-mexico-city-on-april-27-2026-20c highest-temperature-in-mexico-city-on-april-27-2026  | Will the highest temperature in Houston be between 76-77°F on April 25? highest-temperature-in-houston-on-april-25-2026-76-77f highest-temperature-in-houston-on-april-25-2026  | Will there be exactly 4 earthquakes of magnitude 5.5 or higher worldwide from April 20 - April 26? will-there-be-exactly-4-earthquakes-of-magnitude-5pt5-or-higher-worldwide-from-ap | Will the highest temperature in Mexico City be 21°C on April 27? highest-temperature-in-mexico-city-on-april-27-2026-21c highest-temperature-in-mexico-city-on-april-27-2026  | Will the highest temperature in Mexico City be 22°C on April 27? highest-temperature-in-mexico-city-on-april-27-2026-22c highest-temperature-in-mexico-city-on-april-27-2026  | Will the highest temperature in Wuhan be 29°C on April 25? highest-temperature-in-wuhan-on-april-25-2026-29c highest-temperature-in-wuhan-on-april-25-2026 ,,live_top80_sample
42,Railbird,0x906f2454a777600aea6c506247566decef82371a,23358.41,0,,weather specialist / weather-heavy,100,0,199,0,299,,https://polymarket.com/profile/0x906f2454a777600aea6c506247566decef82371a,Will the highest temperature in Seoul be 12°C on April 11? highest-temperature-in-seoul-on-april-11-2026-12c highest-temperature-in-seoul-on-april-11-2026  | Will the highest temperature in London be 20°C on April 25? highest-temperature-in-london-on-april-25-2026-20c highest-temperature-in-london-on-april-25-2026  | Will the highest temperature in Wellington be 16°C on April 19? highest-temperature-in-wellington-on-april-19-2026-16c highest-temperature-in-wellington-on-april-19-2026  | Will the highest temperature in London be 19°C on April 25? highest-temperature-in-london-on-april-25-2026-19c highest-temperature-in-london-on-april-25-2026  | Will the highest temperature in Paris be 22°C on April 18? highest-temperature-in-paris-on-april-18-2026-22c highest-temperature-in-paris-on-april-18-2026  | Will the highest temperature in Houston be between 70-71°F on April 19? highest-temperature-in-houston-on-april-19-2026-70-71f highest-temperature-in-houston-on-april-19-2026  | Will the highest temperature in Shanghai be 21°C on April 19? highest-temperature-in-shanghai-on-april-19-2026-21c highest-temperature-in-shanghai-on-april-19-2026  | Will the highest temperature in Beijing be 27°C on April 18? highest-temperature-in-beijing-on-april-18-2026-27c highest-temperature-in-beijing-on-april-18-2026 ,,live_top80_sample
43,Hoaqin,0xf1faf3f6ad1e0264d6cbecc1a416e7c536be047d,23283.68,0,,weather specialist / weather-heavy,8,0,199,0,207,,https://polymarket.com/profile/0xf1faf3f6ad1e0264d6cbecc1a416e7c536be047d,Will the highest temperature in Lagos be 26°C or below on April 25? highest-temperature-in-lagos-on-april-25-2026-26corbelow highest-temperature-in-lagos-on-april-25-2026  | Will the lowest temperature in Seoul be 11°C on April 24? lowest-temperature-in-seoul-on-april-24-2026-11c lowest-temperature-in-seoul-on-april-24-2026  | Will the highest temperature in London be 14°C on April 23? highest-temperature-in-london-on-april-23-2026-14c highest-temperature-in-london-on-april-23-2026  | Will the highest temperature in London be 15°C on April 24? highest-temperature-in-london-on-april-24-2026-15c highest-temperature-in-london-on-april-24-2026  | Will the highest temperature in London be 16°C on April 24? highest-temperature-in-london-on-april-24-2026-16c highest-temperature-in-london-on-april-24-2026  | Will the highest temperature in Lagos be 28°C or below on April 23? highest-temperature-in-lagos-on-april-23-2026-28corbelow highest-temperature-in-lagos-on-april-23-2026  | Will the highest temperature in Lagos be 27°C or below on April 24? highest-temperature-in-lagos-on-april-24-2026-27corbelow highest-temperature-in-lagos-on-april-24-2026  | Will there be exactly 3 major space weather events this week? will-there-be-exactly-3-major-space-weather-events-this-week-919 how-many-major-space-weather-events-this-week-april-1,,live_top80_sample
44,David32534,0x6e9108c47fe74fb241be7760d889315c3c39134e,22948.21,0,,weather specialist / weather-heavy,17,0,96,0,113,,https://polymarket.com/profile/0x6e9108c47fe74fb241be7760d889315c3c39134e,"Will the highest temperature in Tokyo be 16°C on March 20? highest-temperature-in-tokyo-on-march-20-2026-16c highest-temperature-in-tokyo-on-march-20-2026  | Will the highest temperature in Seattle be between 52-53°F on March 11? highest-temperature-in-seattle-on-march-11-2026-52-53f highest-temperature-in-seattle-on-march-11-2026  | Will NVIDIA (NVDA) close above $185 on February 26? nvda-close-above-185-on-february-26-2026 nvda-close-above-on-february-26-2026  | Will the highest temperature in Wuhan be 24°C or higher on April 8? highest-temperature-in-wuhan-on-april-8-2026-24corhigher highest-temperature-in-wuhan-on-april-8-2026  | Will the price of Ethereum be above $1,900 on March 1? ethereum-above-1900-on-march-1 ethereum-above-on-march-1  | Will the price of XRP be above $1.40 on February 12? xrp-above-1pt4-on-february-12 xrp-above-on-february-12  | Will the highest temperature in Shanghai be 14°C on March 24? highest-temperature-in-shanghai-on-march-24-2026-14c highest-temperature-in-shanghai-on-march-24-2026  | Will the highest temperature in Tokyo be 14°C on March 14? highest-temperature-in-tokyo-on-march-14-2026-14c highest-temperature-in-tokyo-on-march-14-2026 ",,live_top80_sample
45,Junhoo2,0x34eccd57d85a42273ea46d8699a2666ac600b7cf,21991.53,0,,weather specialist / weather-heavy,13,0,136,0,149,,https://polymarket.com/profile/0x34eccd57d85a42273ea46d8699a2666ac600b7cf,"Will the highest temperature in Atlanta be between 74-75°F on March 20? highest-temperature-in-atlanta-on-march-20-2026-74-75f highest-temperature-in-atlanta-on-march-20-2026  | Will the highest temperature in Shanghai be 14°C on March 20? highest-temperature-in-shanghai-on-march-20-2026-14c highest-temperature-in-shanghai-on-march-20-2026  | Will the highest temperature in Atlanta be between 68-69°F on February 21? highest-temperature-in-atlanta-on-february-21-2026-68-69f highest-temperature-in-atlanta-on-february-21-2 | Will the price of Ethereum be above $2,000 on February 15? ethereum-above-2000-on-february-15 ethereum-above-on-february-15  | Will the highest temperature in Dallas be between 68-69°F on February 14? highest-temperature-in-dallas-on-february-14-2026-68-69f highest-temperature-in-dallas-on-february-14-2026 | Will the highest temperature in Shanghai be 15°C on March 13? highest-temperature-in-shanghai-on-march-13-2026-15c highest-temperature-in-shanghai-on-march-13-2026  | Will the price of Ethereum be above $2,000 on February 13? ethereum-above-2000-on-february-13 ethereum-above-on-february-13  | Will the highest temperature in Hong Kong be 29°C on April 22? highest-temperature-in-hong-kong-on-april-22-2026-29c highest-temperature-in-hong-kong-on-april-22-2026 ",,live_top80_sample
46,Cucurella,0xde324a83c0fc3051a67dd60be948f7e73210700c,21890.77,0,,weather specialist / weather-heavy,7,0,115,0,122,,https://polymarket.com/profile/0xde324a83c0fc3051a67dd60be948f7e73210700c,Will the highest temperature in London be between 54-55°F on November 14? will-the-highest-temperature-in-london-be-between-54-55f-on-november-14 highest-temperature-in-london-on-n | Will the highest temperature in New York City be 68°F or below on September 22? will-the-highest-temperature-in-new-york-city-be-68f-or-below-on-september-22 highest-temperature-in | Will the highest temperature in New York City be between 69-70°F on September 22? will-the-highest-temperature-in-new-york-city-be-between-69-70f-on-september-22 highest-temperatur | Will the highest temperature in New York City be between 72-73°F on September 25? will-the-highest-temperature-in-new-york-city-be-between-72-73f-on-september-25 highest-temperatur | Will the highest temperature in New York City be between 85-86°F on September 26? will-the-highest-temperature-in-new-york-city-be-between-85-86f-on-september-26 highest-temperatur | Will the highest temperature in New York City be between 77-78°F on September 27? will-the-highest-temperature-in-new-york-city-be-between-77-78f-on-september-27 highest-temperatur | Will the highest temperature in New York City be between 77-78°F on September 24? will-the-highest-temperature-in-new-york-city-be-between-77-78f-on-september-24 highest-temperatur | Will the highest temperature in London be between 54-55°F on November 14? will-the-highest-temperature-in-london-be-between-54-55f-on-november-14 highest-temperature-in-london-on-n,,live_top80_sample
48,meropi,0x9977760c6bd6f824cac834d1a36ee99478d63020,21615.81,0,,weather specialist / weather-heavy,6,0,178,0,184,,https://polymarket.com/profile/0x9977760c6bd6f824cac834d1a36ee99478d63020,Will the highest temperature in Tokyo be 19°C on April 25? highest-temperature-in-tokyo-on-april-25-2026-19c highest-temperature-in-tokyo-on-april-25-2026  | Will the highest temperature in London be 16°C on April 25? highest-temperature-in-london-on-april-25-2026-16c highest-temperature-in-london-on-april-25-2026  | Will the highest temperature in London be 17°C on April 25? highest-temperature-in-london-on-april-25-2026-17c highest-temperature-in-london-on-april-25-2026  | Will the highest temperature in Tokyo be 18°C on April 25? highest-temperature-in-tokyo-on-april-25-2026-18c highest-temperature-in-tokyo-on-april-25-2026  | Will the lowest temperature in London be 5°C on April 25? lowest-temperature-in-london-on-april-25-2026-5c lowest-temperature-in-london-on-april-25-2026  | Will the highest temperature in Madrid be 21°C on April 25? highest-temperature-in-madrid-on-april-25-2026-21c highest-temperature-in-madrid-on-april-25-2026  | Will the highest temperature in Tokyo be 19°C on April 25? highest-temperature-in-tokyo-on-april-25-2026-19c highest-temperature-in-tokyo-on-april-25-2026  | Will the highest temperature in Madrid be 21°C on April 25? highest-temperature-in-madrid-on-april-25-2026-21c highest-temperature-in-madrid-on-april-25-2026 ,,live_top80_sample
