rank,userName,proxyWallet,xUsername,weather_pnl_usd,weather_volume_usd,pnl_over_volume_pct,classification,confidence,active_positions,active_weather_positions,active_nonweather_positions,recent_activity,recent_weather_activity,recent_nonweather_activity,sample_weather_titles,sample_nonweather_titles,profile_url
151,wonik,0xeb258a5ba5cec11981a2619894824103e1a12fde,,7395.089096123887,292432.87044800003,2.5288159586146355,weather specialist / weather-heavy,medium,3,3,0,197,197,0,Will the highest temperature in Seoul be 21°C or higher on April 25? | Will the highest temperature in Seoul be 20°C on April 25? | Will the highest temperature in Seoul be 16°C on April 4? | Will the highest temperature in Seoul be 20°C on April 25? | Will the highest temperature in Seoul be 21°C or higher on April 25? | Will the highest temperature in Seoul be 21°C or higher on April 25? | Will the highest temperature in Seoul be 21°C or higher on April 25? | Will the highest temperature in Seoul be 20°C on April 25?,,https://polymarket.com/profile/0xeb258a5ba5cec11981a2619894824103e1a12fde
152,AbrahamrLincoln,0xc7be717ec072b003b35749884c1a4fb127de570c,,7382.3223142119,150438.19066899997,4.907212910087956,weather specialist / weather-heavy,medium,0,0,0,198,183,0,Will the highest temperature in London be between 54-55°F on April 20? | Will the highest temperature in NYC be 86°F or higher on April 19? | Will the highest temperature in London be between 54-55°F on April 20? | Will the highest temperature in London be between 54-55°F on April 20? | Will the highest temperature in London be between 54-55°F on April 20? | Will the highest temperature in London be between 54-55°F on April 20? | Will the highest temperature in London be between 54-55°F on April 20? | Will the highest temperature in London be between 54-55°F on April 20?,Will Carlos Alcaraz win the 2025 Barcelona Open? | Will Max Verstappen win the 2025 Saudi Arabian Grand Prix? | Will Max Verstappen win the 2025 Saudi Arabian Grand Prix? | Will Carlos Alcaraz win the 2025 Barcelona Open? | Will Carlos Alcaraz win the 2025 Barcelona Open?,https://polymarket.com/profile/0xc7be717ec072b003b35749884c1a4fb127de570c
153,anon1565,0x7bda5bceac127c3fc41d7fe7ac335593aaaa121b,,7348.627140000001,304868.95221300004,2.410421621046476,not enough public recent data to classify,low,0,0,0,200,0,1,,GPT-5 announced in Q4 2024? | Monkeypox pandemic in 2024? | GPT-5 announced in Q4 2024? | GPT-5 announced in Q4 2024? | GPT-5 announced in Q4 2024?,https://polymarket.com/profile/0x7bda5bceac127c3fc41d7fe7ac335593aaaa121b
154,Michael5289,0x3c760e45728e0cb4b68c52980a070314b95fd4ee,,7334.873944825099,129785.71514100001,5.651526392451162,profitable in weather but currently/recently generalist,low,60,2,15,199,4,100,"Will Trump say ""Hottest"" today? | US recognizes Russian sovereignty over Ukraine before 2027? | Will Trump say ""Hottest"" today? | Will Trump say ""Hottest"" today? | Will Trump say ""Hottest"" today? | Will Trump say ""Hottest"" today?","Will the US officially declare war on Venezuela by June 30, 2026? | Will the US officially declare war on Iran by December 31, 2026? | New COVID variant of concern before 2027? | US bank failure by April 30? | Will there be at least 1800 measles cases in the U.S. by April 30, 2026?",https://polymarket.com/profile/0x3c760e45728e0cb4b68c52980a070314b95fd4ee
155,StayFreshCheeseBags,0xc34f6b088bb9172625ee1ea2ee8da9ac4f037d2e,,7272.3774697823665,3436855.959591999,0.21159971658066506,weather specialist / weather-heavy,medium,100,100,0,200,200,0,Will the highest temperature in Tokyo be 17°C on April 4? | Will the highest temperature in Lagos be 33°C on April 23? | Will the highest temperature in Houston be between 80-81°F on April 4? | Will the highest temperature in New York City be 55°F or below on April 22? | Will the highest temperature in Sao Paulo be 26°C on April 22? | Will the highest temperature in Toronto be 19°C or higher on April 22? | Will the highest temperature in Los Angeles be between 68-69°F on April 15? | Will the highest temperature in New York City be between 78-79°F on April 13?,,https://polymarket.com/profile/0xc34f6b088bb9172625ee1ea2ee8da9ac4f037d2e
156,50Whence,0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3,,7270.9575684478905,352825.75565300003,2.060778571845189,profitable in weather but currently/recently generalist,low,0,0,0,183,2,134,Will Ukraine hold Kursk through 2024? | Meissner effect confirmed near room temperature?,Will Zelenskyy wear a suit before July? | Will Jared Kushner be a member of the Trump administration? | Will Ben Carson be a member of the Trump administration? | Will Betsy DeVos be a member of the Trump administration? | Will Ivanka Trump be a member of the Trump administration?,https://polymarket.com/profile/0x3cf3e8d5427aed066a7a5926980600f6c3cf87b3
157,SkyWhisperer,0x293ed5233e9cab8af3ce9b1c3aa0ec4688099962,,7251.826924623674,1059874.9397029998,0.6842153402226677,weather specialist / weather-heavy,medium,1,1,0,200,200,0,Will the highest temperature in Jakarta be 33°C on April 23? | Will the highest temperature in Jakarta be 36°C on April 25? | Will the highest temperature in Jakarta be 35°C on April 25? | Will the highest temperature in Jakarta be 35°C on April 25? | Will the highest temperature in Jakarta be 36°C on April 25? | Will the highest temperature in Wellington be 17°C on April 25? | Will the highest temperature in Busan be 24°C on April 25? | Will the highest temperature in Busan be 24°C on April 25?,,https://polymarket.com/profile/0x293ed5233e9cab8af3ce9b1c3aa0ec4688099962
158,9...,0xa2711d1d311a0b2fa7f88d5c7cb760a3fa062727,,7220.215312160582,813083.8165689999,0.8880038152312505,weather specialist / weather-heavy,medium,100,5,49,200,180,1,"Will the highest temperature in Toronto be 23°C on April 14? | Will the highest temperature in Toronto be 7°C on April 12? | Ukraine election called by March 31, 2026? | Will the highest temperature in Seattle be between 48-49°F on April 1? | Will the highest temperature in Toronto be 21°C on April 13? | Will the highest temperature in Chengdu be 32°C on April 25? | Will the highest temperature in Guangzhou be 30°C on April 25? | Will the highest temperature in Guangzhou be 30°C on April 25?","Will Kateryna Lagno vs. Anna Muzychuk end in a draw? | Will O'Higgins FC win on 2026-04-07? | Will FC Košice win on 2026-04-11? | Will ""People"" be said 100+ times during the first episode of the Joe Rogan Experience for the week (April 5)? | Glinka vs. Kirchheimer: Match O/U 22.5",https://polymarket.com/profile/0xa2711d1d311a0b2fa7f88d5c7cb760a3fa062727
159,BABELCONSTEL,0xfa21179f2cef2f61cb78e8340ae62b17f9271438,,7187.53797691575,21283.219796999998,33.770914577167865,weather-heavy mixed,medium,100,0,4,194,8,0,Will the Carolina Hurricanes win the 2026 NHL Stanley Cup? | Senators vs. Hurricanes | Will the Carolina Hurricanes win the 2026 NHL Stanley Cup? | Senators vs. Hurricanes | Senators vs. Hurricanes | Senators vs. Hurricanes | Senators vs. Hurricanes | Senators vs. Hurricanes,Will the Doge-1 Lunar Mission launch before 2027? | Spread: Patriots (-33.5) | Wake Forest vs. Mississippi State | Jalen Hurts: 2+ Touchdowns | Nuggets vs. Jazz,https://polymarket.com/profile/0xfa21179f2cef2f61cb78e8340ae62b17f9271438
160,Kelk34,0xd013d9931e1812c678b898f33210f1f0aeed94ea,,7173.010535000001,11142.563962,64.37486524163066,profitable in weather but currently/recently generalist,low,0,0,0,197,5,83,Will the highest temperature in London be between 48°F and 49°F on January 26? | Will the highest temperature in London be between 48°F and 49°F on January 26? | Will the December 2024 temperature increase be between 1.25-1.29°C? | Will the December 2024 temperature increase be between 1.25-1.29°C? | Will the December 2024 temperature increase be between 1.25-1.29°C?,Will the Palisades fire be fully contained by January 31? | Will the Palisades fire be fully contained by January 31? | Will Trump's approval rating be between 48% and 50% on January 31? | Will Trump's approval rating be between 52% and 54% on January 31? | Will DeepSeek still be #1 Free app on Friday?,https://polymarket.com/profile/0xd013d9931e1812c678b898f33210f1f0aeed94ea
161,0x1a8q88jh81sz3lu11a888c8aa33sc111jl1,0x011dcbfd147ec4adbf51fdcc15de1531cadb3d2f,,7125.864350853344,83520.38909,8.531885960414584,not enough public recent data to classify,low,3,0,0,200,0,20,,"UFC Fight Night: Gilbert Burns vs. Mike Malott (Welterweight, Main Card) | UFC Fight Night: Tanner Boser vs. Gokhan Saricam (Heavyweight, Main Card) | UFC Fight Night: Dennis Buzukja vs. Marcio Barbosa (Featherweight, Prelims) | UFC Fight Night: Gilbert Burns vs. Mike Malott (Welterweight, Main Card) | UFC Fight Night: Thiago Moises vs. Gauge Young (Lightweight, Prelims)",https://polymarket.com/profile/0x011dcbfd147ec4adbf51fdcc15de1531cadb3d2f
162,newbees,0xc1355f88441c00dde5c6be5254d101d2d624a01a,,7115.936305232345,342630.13969800004,2.0768564935660505,weather specialist / weather-heavy,medium,100,94,0,200,200,0,Will the highest temperature in Paris be 24°C on April 24? | Will the highest temperature in Paris be 22°C on April 24? | Will the highest temperature in Paris be 25°C or higher on April 24? | Will the highest temperature in Paris be 21°C on April 24? | Will the highest temperature in Guangzhou be 29°C on April 25? | Will the highest temperature in Guangzhou be 31°C on April 25? | Will the highest temperature in Guangzhou be 33°C on April 25? | Will the highest temperature in Guangzhou be 32°C on April 25?,Will Harvey Weinstein be sentenced to between 10 and 20 years in prison? | Will Harvey Weinstein be sentenced to no prison time? | Will Harvey Weinstein be sentenced to between 20 and 30 years in prison? | Will Harvey Weinstein be sentenced to less than 5 years in prison? | Will Harvey Weinstein be sentenced to between 5 and 10 years in prison?,https://polymarket.com/profile/0xc1355f88441c00dde5c6be5254d101d2d624a01a
163,0x7F1CF466f7307fa8a4fB2525E0c0e322054c55E4-1770142456897,0x7f1cf466f7307fa8a4fb2525e0c0e322054c55e4,,7067.856488553677,202847.48912,3.484320421818232,weather specialist / weather-heavy,medium,0,0,0,200,200,0,Will the highest temperature in Helsinki be 8°C on April 25? | Will the highest temperature in Helsinki be 8°C on April 25? | Will the lowest temperature in Paris be 7°C on April 25? | Will the lowest temperature in Paris be 7°C on April 25? | Will the lowest temperature in Paris be 8°C on April 25? | Will the lowest temperature in Paris be 8°C on April 25? | Will the highest temperature in Helsinki be 11°C on April 24? | Will the highest temperature in Helsinki be 11°C on April 24?,,https://polymarket.com/profile/0x7f1cf466f7307fa8a4fb2525e0c0e322054c55e4
164,superstar0987,0x29b9933f5ca08b2047942684b863736546996c67,superstar0987,7031.14,14060.0,50.008108108108104,profitable in weather but currently/recently generalist,low,0,0,0,116,5,61,Will the highest temperature in London be between 55-56°F on November 27? | Will the highest temperature in London be between 55-56°F on November 27? | Will the highest temperature in London be between 55-56°F on November 27? | Will the highest temperature in London be between 57-58°F on November 10? | Will the highest temperature in London be between 57-58°F on November 10?,Trump approval Up or Down this week? | Trump approval Up or Down this week? | Trump approval Up or Down this week? | Trump approval Up or Down this week? | Trump approval Up or Down this week?,https://polymarket.com/profile/0x29b9933f5ca08b2047942684b863736546996c67
165,e69bobalypoli,0xd9243cdacc97a43386dab43082a3fd0d691e7523,,6997.678263245439,98303.065404,7.118474113179282,weather specialist / weather-heavy,medium,29,29,0,200,200,0,Will the highest temperature in New York City be between 68-69°F on October 18? | Will the highest temperature in London be between 57-58°F on November 9? | Will the highest temperature in New York City be between 51-52°F on October 28? | Will the highest temperature in New York City be 49°F or below on October 29? | Will the highest temperature in New York City be between 62-63°F on November 9? | Will the highest temperature in London be between 56-57°F on November 3? | Will the highest temperature in New York City be between 57-58°F on October 25? | Will the highest temperature in New York City be between 53-54°F on October 28?,,https://polymarket.com/profile/0xd9243cdacc97a43386dab43082a3fd0d691e7523
166,wqeqwe11,0x3192e64d1ae1e1f4ac3894a63a87cc8d79239eeb,ayao11vv,6965.0,14140.0,49.257425742574256,weather-heavy mixed,medium,1,1,0,181,12,97,Will the highest temperature in London be between 57-58°F on November 10? | Will the highest temperature in London be between 55-56°F on November 27? | Will the highest temperature in London be between 55-56°F on November 27? | Will the highest temperature in London be between 55-56°F on November 27? | Will the highest temperature in London be between 55-56°F on November 27? | Will the highest temperature in London be between 55-56°F on November 27? | Will the highest temperature in London be between 55-56°F on November 27? | Will the highest temperature in London be between 55-56°F on November 27?,"Trump approval Up or Down this week? | Trump approval Up or Down this week? | Trump approval Up or Down this week? | Trump approval Up or Down this week? | Will Trump say ""Drone"" this week? (November 17 – 23)",https://polymarket.com/profile/0x3192e64d1ae1e1f4ac3894a63a87cc8d79239eeb
167,partagaz,0xd49ef2c1a8907a126936880cc567a3c2d6c35110,,6955.624833192706,283598.28129199997,2.452632929051858,weather specialist / weather-heavy,medium,36,32,0,189,180,2,Will the highest temperature in New York City be between 38-39°F on December 17? | Will the highest temperature in Seoul be -4°C on January 25? | Will the highest temperature in Seoul be 0°C or higher on January 29? | Will the highest temperature in New York City be between 36-37°F on December 13? | Will the highest temperature in Seoul be 1°C or higher on January 26? | Will the highest temperature in London be 9°C on January 19? | Will the highest temperature in Seoul be 0°C on January 26? | Will the highest temperature in New York City be 44°F or higher on January 17?,Will J.D. Vance win the 2028 Republican presidential nomination? | Will J.D. Vance win the 2028 Republican presidential nomination? | Australian Open Women's: Yulia Putintseva vs Iva Jovic | Bills vs. Broncos | Will J.D. Vance win the 2028 Republican presidential nomination?,https://polymarket.com/profile/0xd49ef2c1a8907a126936880cc567a3c2d6c35110
168,flovertaco,0xa2e0d285e4ce58852f1159a9b6d2b68c0bf9fd91,,6948.595096366472,124288.08025599999,5.590717212828645,not enough public recent data to classify,low,4,0,3,199,0,188,,"Will ""End of Beginning - Djo"" be the #1 song on Spotify this week? | Bitcoin Up or Down - February 9, 10:00AM-10:15AM ET | Bitcoin Up or Down - February 9, 9:30AM-9:45AM ET | Bitcoin Up or Down - February 9, 10:15AM-10:30AM ET | Will Sarah Knafo win the Paris mayor election?",https://polymarket.com/profile/0xa2e0d285e4ce58852f1159a9b6d2b68c0bf9fd91
169,NullHyper,0x4e5c2d65703d9f4c155c716774ebcc181cf5d892,,6829.010894671632,1777810.528527,0.3841247863645959,weather specialist / weather-heavy,medium,14,9,0,199,198,0,Will the highest temperature in London be 16°C on April 25? | Will the highest temperature in London be 15°C or below on April 25? | Will the highest temperature in Istanbul be 19°C on April 25? | Will the highest temperature in London be 17°C on April 25? | Will the highest temperature in Istanbul be 18°C on April 25? | Will the highest temperature in Istanbul be 22°C or higher on April 25? | Will the highest temperature in London be 18°C on April 25? | Will the highest temperature in Istanbul be 21°C on April 25?,"Will the DHS shutdown last 90 days or more? | Will the DHS shutdown end after April 30, 2026? | Will the DHS shutdown last 80 days or more? | Will the DHS shutdown last 110 days or more? | Will the DHS shutdown last 100 days or more?",https://polymarket.com/profile/0x4e5c2d65703d9f4c155c716774ebcc181cf5d892
170,clambake,0xd279d8a4900e7ceb645968558ff8e0355f96e09d,,6792.851704,26191.690033,25.93514086124799,weather specialist / weather-heavy,medium,0,0,0,187,34,27,Will April 2024 show an increase between 1.14°C-1.19°C? | Will April 2024 show an increase of between 1.26°C-1.31°C? | Will 2024 have the hottest April on record? | Will April 2024 show an increase of greater than 1.31°C? | April 2024 Temperature Increase (ºC) | Will April 2024 show an increase of greater than 1.31°C? | Will April 2024 show an increase between 1.20°C-1.25°C? | Will 2024 have the hottest April on record?,Will a Republican win Michigan US Senate Election? | Will a Republican win Maryland US Senate Election? | Will ≥10% of Votes go to 3rd Party Candidates in the 2024 US Presidential Election? | Will a Democrat win Montana US Senate Election? | Will a Democrat win Ohio US Senate Election?,https://polymarket.com/profile/0xd279d8a4900e7ceb645968558ff8e0355f96e09d
171,marchyel,0x6d393e0510fd9363cad4177c76bb003cd000cb7c,,6710.250220514092,373975.353103,1.7943027969188015,weather specialist / weather-heavy,medium,94,94,0,200,200,0,Will the highest temperature in London be 13°C or higher on December 13? | Will the highest temperature in Seattle be between 52-53°F on December 9? | Will the highest temperature in London be between 59-60°F on December 10? | Will the highest temperature in Seoul be 7°C on December 19? | Will the highest temperature in Seoul be 9°C on December 20? | Will the highest temperature in London be 14°C or higher on December 16? | Will the highest temperature in Toronto be 5°C on December 19? | Will the highest temperature in Seattle be between 50-51°F on December 9?,,https://polymarket.com/profile/0x6d393e0510fd9363cad4177c76bb003cd000cb7c
172,HappyLab,0x134801d7c4f367785365e8711353c712cbc77037,,6644.294887828418,147505.90343,4.504426421808613,weather specialist / weather-heavy,medium,0,0,0,197,197,0,Will the highest temperature in Jakarta be 36°C on April 25? | Will the highest temperature in Jakarta be 35°C on April 25? | Will the highest temperature in Jakarta be 35°C on April 25? | Will the highest temperature in Jakarta be 35°C on April 25? | Will the highest temperature in Jakarta be 35°C on April 25? | Will the highest temperature in Jakarta be 36°C on April 25? | Will the highest temperature in Jakarta be 36°C on April 25? | Will the highest temperature in Jakarta be 35°C on April 25?,,https://polymarket.com/profile/0x134801d7c4f367785365e8711353c712cbc77037
173,Luk12,0x8bad0e57ff8b8ec449f3611e2735e9ab860cb337,,6543.499982129464,1187877.9080470002,0.5508562738478473,weather specialist / weather-heavy,medium,1,1,0,200,200,0,Will the highest temperature in Tokyo be 20°C on April 25? | Will the highest temperature in Munich be 21°C or higher on April 24? | Will the highest temperature in Tokyo be 20°C on April 25? | Will the highest temperature in Tokyo be 20°C on April 25? | Will the highest temperature in Tokyo be 20°C on April 25? | Will the highest temperature in Tokyo be 20°C on April 25? | Will the highest temperature in Munich be 21°C or higher on April 24? | Will the highest temperature in Munich be 21°C or higher on April 24?,,https://polymarket.com/profile/0x8bad0e57ff8b8ec449f3611e2735e9ab860cb337
174,daroghi,0xf0b0ef1d6320c6be896b4c9c54dd74407e7f8cab,,6503.782067900059,3161704.3566979994,0.20570494056858743,weather specialist / weather-heavy,medium,100,15,40,200,65,26,Will Ukraine re-enter Uspenivka by April 30? | Will the highest temperature in Atlanta be between 80-81°F on April 21? | Ukraine signs peace deal with Russia by March 31? | Will the highest temperature in Houston be 84°F or higher on April 14? | Will the highest temperature in Chicago be between 82-83°F on April 17? | Will the highest temperature in Paris be 17°C on April 5? | Will the highest temperature in London be 16°C on April 15? | Will the highest temperature in London be 16°C on April 14?,"Will Reddit (RDDT) beat quarterly earnings? | Will Tottenham be relegated from the English Premier League after the 2025–26 season? | Will Julie Johnson be the Democratic nominee for TX-33? | Will Elon Musk post 320-339 tweets from April 17 to April 24, 2026? | Will US withdraw from NATO before 2027?",https://polymarket.com/profile/0xf0b0ef1d6320c6be896b4c9c54dd74407e7f8cab
175,Kimuchi,0x6dceb84cb3b8f003c8c4db52c5554303070f4490,,6500.384698576277,1059022.319485,0.6138099810528448,weather specialist / weather-heavy,medium,58,13,11,194,102,32,Will the highest temperature in Lagos be 29°C on April 21? | Will the highest temperature in Wellington be 13°C on April 21? | Will the highest temperature in Lagos be 28°C or below on April 23? | Will global temperature increase by more than 1.29ºC in April 2026? | Will the highest temperature in Hong Kong be 25°C on April 25? | Will the highest temperature in Paris be 20°C on April 22? | Will the highest temperature in Lagos be 28°C or below on April 21? | Will the highest temperature in Lagos be 29°C or below on April 22?,Will Mark Kelly win the 2028 Democratic presidential nomination? | Will Oh Se-hoon win the 2026 Seoul Mayoral Election | Will Tamilaga Vettri Kazhagam (TVK) win the most seats in the 2026 Tamil Nadu Legislative Assembly election? | Will Elon Musk post 2000+ tweets in April 2026? | Strait of Hormuz traffic returns to normal by end of May?,https://polymarket.com/profile/0x6dceb84cb3b8f003c8c4db52c5554303070f4490
176,slow-2pct,0xd391d4c98709f61f72472cbd8e8126fc1e3c093f,,6490.1077683698395,707229.89879,0.9176800612465292,weather specialist / weather-heavy,medium,2,2,0,195,195,0,Will the highest temperature in London be 18°C on April 24? | Will the highest temperature in Paris be 22°C on April 24? | Will the highest temperature in Milan be 25°C on April 24? | Will the highest temperature in Milan be 26°C on April 24? | Will the highest temperature in Munich be 20°C on April 24? | Will the highest temperature in Karachi be 34°C on April 24? | Will the highest temperature in Karachi be 35°C or higher on April 24? | Will the lowest temperature in Seoul be 10°C on April 25?,,https://polymarket.com/profile/0xd391d4c98709f61f72472cbd8e8126fc1e3c093f
177,WeatherOnly,0xb70dbd38d6c6ab54435178977be6a945c25743f4,,6474.9130400529275,225111.29448500002,2.8763163815773685,weather specialist / weather-heavy,medium,22,22,0,199,199,0,Will the lowest temperature in Paris be 5°C on April 25? | Will the highest temperature in Lagos be 28°C or below on April 23? | Will the highest temperature in Lucknow be 42°C on April 25? | Will the highest temperature in Ankara be 13°C on April 24? | Will the highest temperature in Tokyo be 24°C on April 19? | Will the highest temperature in Lucknow be 43°C on April 25? | Will the highest temperature in Ankara be 19°C on April 25? | Will the highest temperature in Lucknow be 37°C or below on April 17?,,https://polymarket.com/profile/0xb70dbd38d6c6ab54435178977be6a945c25743f4
178,0xb8fCA82FAFE3735fAa7df168582C1E7d709088E1-1730643980537,0xb8fca82fafe3735faa7df168582c1e7d709088e1,,6439.902565361092,499555.86416900007,1.2891256068175128,weather specialist / weather-heavy,medium,46,46,0,197,197,0,Will the highest temperature in Atlanta be between 84-85°F on April 23? | Will the highest temperature in New York City be between 62-63°F on April 24? | Will the highest temperature in New York City be 66°F or higher on April 24? | Will the highest temperature in Atlanta be between 82-83°F on April 24? | Will the highest temperature in New York City be between 72-73°F on April 23? | Will the highest temperature in Toronto be 17°C on April 23? | Will the highest temperature in New York City be between 74-75°F on April 23? | Will the highest temperature in New York City be between 60-61°F on April 24?,,https://polymarket.com/profile/0xb8fca82fafe3735faa7df168582c1e7d709088e1
179,sondow,0x2949186c3f50c6898fd2a8af8c900d4244994cc8,,6406.050877469401,273967.69596599997,2.3382504476967267,weather specialist / weather-heavy,medium,0,0,0,197,193,0,Will the highest temperature in Shanghai be 15°C on April 23? | Will the highest temperature in Shanghai be 15°C on April 23? | Will the highest temperature in Shanghai be 15°C on April 23? | Will the highest temperature in Shanghai be 15°C on April 23? | Will the highest temperature in Shanghai be 15°C on April 23? | Will the highest temperature in Shanghai be 15°C on April 23? | Will the highest temperature in Shanghai be 15°C on April 23? | Will the highest temperature in Shanghai be 16°C on April 23?,Will Bryan Johnson have sex again this month? | Will Bryan Johnson have sex again this month? | Will Bryan Johnson have sex again this month? | Will the Virginia redistricting referendum pass?,https://polymarket.com/profile/0x2949186c3f50c6898fd2a8af8c900d4244994cc8
180,altweatheraccount,0x4da20f0e43ac0668fb9892a296f7b80c3d0e41e5,,6361.219551335883,224261.13478599998,2.8365233937686276,weather specialist / weather-heavy,medium,29,28,0,191,94,0,Will the highest temperature in New York City be between 54-55°F on March 22? | Will the highest temperature in New York City be 53°F or below on March 22? | Will the highest temperature in New York City be between 52-53°F on March 21? | Will the highest temperature in Tokyo be 16°C on March 20? | Will the highest temperature in New York City be between 50-51°F on March 20? | Will the highest temperature in Seoul be 13°C on March 20? | Will the highest temperature in Seoul be 10°C on March 28? | Will the highest temperature in Ankara be 7°C on March 20?,Valorant: AGELITE vs REIGNITE FOXX (BO3) - VCL Japan: Phase 1 | Will the U.S. invade Iran before 2027? | US forces enter Iran by March 31? | Will the U.S. invade Iran before 2027? | Will the U.S. invade Iran before 2027?,https://polymarket.com/profile/0x4da20f0e43ac0668fb9892a296f7b80c3d0e41e5
181,Bip-Bop,0x19c1abc026438dac1fe1a6c112591f9b96fd708f,,6359.099739772964,13724.623156000001,46.33351070912977,not enough public recent data to classify,low,0,0,0,64,0,10,,Will Lilo & Stitch be the top grossing movie of 2025? | Megaquake before August? | US-Iran nuclear deal in 2025? | Iran x Israel conflict ends before July? | Iran x Israel conflict ends before July?,https://polymarket.com/profile/0x19c1abc026438dac1fe1a6c112591f9b96fd708f
182,0xD152f8D66c3760A3964F820183db89F326754fAa-1750583065229,0xd152f8d66c3760a3964f820183db89f326754faa,,6346.837448,6726.836439,94.35099999166191,profitable in weather but currently/recently generalist,low,0,0,0,54,7,18,"Ukraine agrees not to join NATO in 2025? | Ukraine agrees not to join NATO in 2025? | Ukraine agrees not to join NATO in 2025? | Ukraine agrees not to join NATO in 2025? | Ukraine recognizes Russian sovereignty over its territory by December 31, 2025? | Ukraine agrees not to join NATO in 2025? | Will Ukraine agree to give up the rest of Donbas in 2025?","Will Reza Pahlavi enter Iran by June 30? | Will the US acquire part of Greenland in 2026? | Will the US acquire part of Greenland in 2026? | Will the US not strike Iran by February 28, 2026? | Will the US acquire part of Greenland in 2026?",https://polymarket.com/profile/0xd152f8d66c3760a3964f820183db89f326754faa
183,ujaKanga,0xc390fa385403669645a20d81fc672a25d1ad28bd,,6287.141946378646,944656.178845,0.6655481737350967,weather specialist / weather-heavy,medium,0,0,0,195,54,54,Will Tottenham Hotspur win the UEFA Europa League? | Russia x Ukraine ceasefire before June? | Russia x Ukraine ceasefire before June? | Russia x Ukraine ceasefire before June? | Russia x Ukraine ceasefire before June? | Russia x Ukraine ceasefire before June? | Russia x Ukraine ceasefire before July? | Russia x Ukraine ceasefire before July?,Ethereum all time high before 2026? | OpenSea airdrop before July? | Canada tariffs on China in effect before July? | Will 3+ Trump cabinet picks fail to get appointed? | Will Inter Milan win the Serie A?,https://polymarket.com/profile/0xc390fa385403669645a20d81fc672a25d1ad28bd
184,cleaningLady,0x77f069c3233901628c89d0e8ea5bb510a2822b1f,,6269.90228806255,359411.34680900007,1.7444920266789818,weather specialist / weather-heavy,medium,0,0,0,200,200,0,Will the highest temperature in Sao Paulo be 29°C on April 2? | Will the highest temperature in London be 13°C on April 2? | Will the highest temperature in Milan be 20°C on April 2? | Will the highest temperature in Milan be 18°C on April 2? | Will the highest temperature in Munich be 11°C on April 2? | Will the highest temperature in Milan be 19°C on April 2? | Will the highest temperature in Munich be 12°C on April 2? | Will the highest temperature in Madrid be 18°C on April 2?,,https://polymarket.com/profile/0x77f069c3233901628c89d0e8ea5bb510a2822b1f
185,RamsBR,0x6a8d1709bfb718d8555d315a983c4816278350f9,,6134.727272202959,531054.6910580001,1.1551968894166014,weather specialist / weather-heavy,medium,0,0,0,200,200,0,Will the highest temperature in Chicago be 53°F or below on April 27? | Will the highest temperature in Lucknow be 42°C or below on April 27? | Will the highest temperature in Toronto be 15°C on April 26? | Will the highest temperature in Atlanta be between 80-81°F on April 27? | Will the highest temperature in Miami be between 84-85°F on April 26? | Will the highest temperature in Chicago be 53°F or below on April 27? | Will the highest temperature in Chicago be 53°F or below on April 27? | Will the highest temperature in Chicago be 53°F or below on April 27?,,https://polymarket.com/profile/0x6a8d1709bfb718d8555d315a983c4816278350f9
186,rocky42009,0xcf006e28309313be21b36d22bde515882182353f,,6119.252919527724,364693.82803000003,1.6779151302292807,weather-heavy mixed,medium,0,0,0,197,22,61,Will the highest temperature in Paris be 23°C on April 25? | Will the highest temperature in Paris be 24°C on April 25? | Will the highest temperature in Paris be 24°C on April 25? | Will the highest temperature in Paris be 22°C on April 25? | Will the highest temperature in Paris be 22°C on April 25? | Will the highest temperature in Paris be 22°C on April 25? | Will the highest temperature in Paris be 23°C on April 25? | Will the highest temperature in Paris be 24°C on April 25?,Will the All India Trinamool Congress (AITC) win the most seats in the 2026 West Bengal Legislative Assembly election? | Will the Bharatiya Janata Party (BJP) win the most seats in the 2026 West Bengal Legislative Assembly election? | Will OpenAI be acquired before 2027? | Will the Bharatiya Janata Party (BJP) win the most seats in the 2026 West Bengal Legislative Assembly election? | Will OpenAI be acquired before 2027?,https://polymarket.com/profile/0xcf006e28309313be21b36d22bde515882182353f
187,imnice,0x99518fa0d201e7542ea2b852809da5a5c8d811bd,,6101.642533158271,18238.094563,33.4554824906808,weather-heavy mixed,medium,0,0,0,197,24,59,Will February 2026 be the 2nd hottest on record? | Will global temperature increase by more than 1.24ºC in February 2026? | Will global temperature increase by between 1.20ºC and 1.24ºC in February 2026? | Will global temperature increase by between 1.20ºC and 1.24ºC in February 2026? | Will February 2026 be the 2nd hottest on record? | Will global temperature increase by between 1.20ºC and 1.24ºC in February 2026? | Will global temperature increase by between 1.20ºC and 1.24ºC in February 2026? | Will global temperature increase by between 1.20ºC and 1.24ºC in February 2026?,"Iran x Israel/US conflict ends by April 7? | US x Iran ceasefire extended by April 22, 2026? | Iran x Israel/US conflict ends by April 7? | Will Analilia Mejia win the NJ-11 Special Election by less than 20%Analilia Mejia | US x Iran ceasefire extended by April 22, 2026?",https://polymarket.com/profile/0x99518fa0d201e7542ea2b852809da5a5c8d811bd
