bucket,rank,handle,wallet,x_username,pnl,volume,roi_pct,class,active_weather,recent_weather,active_nonweather,recent_nonweather,score,profile,sample_weather_titles
LIVE_CORE,503,Andyminvest,0xfa28c521b5c2c7c81dd55162cda73e401558c37e,GnatykA,2402.01,283799.82,0.85,weather specialist / weather-heavy,95,199,1,0,219.5,https://polymarket.com/profile/0xfa28c521b5c2c7c81dd55162cda73e401558c37e,Will the highest temperature in Chicago be 10°F or higher on January 23? | Will the highest temperature in London be 4°C on January 26? | Will the highest temperature in New York City be between 42-43°F on February 14? | Will the highest temperature in London be 8°C on February 15? | Will the highest temperature in London be 11°C on February 9?
LIVE_CORE,582,Wistesty,0xd3938e1d885f7849215c49d87465709d63400744,,2095.46,1185434.16,0.18,weather specialist / weather-heavy,100,200,0,0,219.5,https://polymarket.com/profile/0xd3938e1d885f7849215c49d87465709d63400744,Will the highest temperature in New York City be between 44-45°F on April 25? | Will the highest temperature in Los Angeles be between 62-63°F on April 24? | Will the highest temperature in Taipei be 19°C on April 24? | Will the highest temperature in New York City be between 58-59°F on April 24? | Will the highest temperature in Shenzhen be 25°C on April 23?
LIVE_CORE,3308,Lovemaker-998,0x95e65b5de432c0e44cf94c78c58e51c475a460ab,,222.14,2513.78,8.84,weather specialist / weather-heavy,100,198,0,0,219.3,https://polymarket.com/profile/0x95e65b5de432c0e44cf94c78c58e51c475a460ab,Will the highest temperature in Dallas be 58°F or higher on February 5? | Will the highest temperature in Seattle be between 46-47°F on February 13? | Will the highest temperature in Paris be 8°C on February 17? | Will the highest temperature in Seattle be between 60-61°F on February 4? | Will the highest temperature in Toronto be -3°C on February 6?
LIVE_CORE,958,0x22AB768409A2C6ef788F5c32CFb6d1aB4eCbd485-1760969593818,0x22ab768409a2c6ef788f5c32cfb6d1ab4ecbd485,,1166.89,48449.2,2.41,weather specialist / weather-heavy,99,200,1,0,218.9,https://polymarket.com/profile/0x22ab768409a2c6ef788f5c32cfb6d1ab4ecbd485,Will the highest temperature in Miami be between 64-65°F on January 31? | Will the highest temperature in New York City be between 32-33°F on February 3? | Will the highest temperature in New York City be between 22-23°F on January 31? | Will the highest temperature in New York City be between 30-31°F on February 24? | Will the highest temperature in New York City be between 34-35°F on February 23?
LIVE_CORE,622,airlorgedr,0xbc8405b2c4149332c835ebb7e29e68e53eaba0d2,,1933.26,760083.48,0.25,weather specialist / weather-heavy,100,200,0,0,218.9,https://polymarket.com/profile/0xbc8405b2c4149332c835ebb7e29e68e53eaba0d2,Will the highest temperature in Mexico City be 20°C or higher on April 25? | Will the lowest temperature in Miami be 84°F or higher on April 26? | Will the highest temperature in Hong Kong be 21°C on April 25? | Will the highest temperature in Lagos be 36°C or higher on April 25? | Will the highest temperature in Singapore be 31°C on April 27?
LIVE_CORE,1035,Lucky-Boy,0x7b4f12ae58c98e44bac28daf6e40103c9b438fbc,,1076.37,38769.1,2.78,weather specialist / weather-heavy,99,199,0,0,218.9,https://polymarket.com/profile/0x7b4f12ae58c98e44bac28daf6e40103c9b438fbc,Will the highest temperature in Seattle be between 64-65°F on April 21? | Will the highest temperature in Houston be between 78-79°F on April 14? | Will the highest temperature in Atlanta be between 68-69°F on April 19? | Will the highest temperature in Seattle be between 62-63°F on April 21? | Will the highest temperature in Chicago be between 42-43°F on March 14?
LIVE_CORE,520,hkooooo,0xe8a188a1fa2abd27e1b4557c0824c8c29df71d37,,2327.76,113230.47,2.06,weather specialist / weather-heavy,90,196,3,0,218.8,https://polymarket.com/profile/0xe8a188a1fa2abd27e1b4557c0824c8c29df71d37,Will the highest temperature in Taipei be 39°C or higher on April 10? | Will the highest temperature in Taipei be 35°C on April 10? | Will the highest temperature in Lucknow be 40°C or below on April 19? | Will the highest temperature in Chengdu be 29°C on April 19? | Will the highest temperature in Taipei be 37°C on April 10?
LIVE_CORE,653,patrickbro-wn,0x01f2a8baabe17c2541d1e3091220991f257ac3de,,1846.39,488250.72,0.38,weather specialist / weather-heavy,100,200,0,0,218.8,https://polymarket.com/profile/0x01f2a8baabe17c2541d1e3091220991f257ac3de,Will the highest temperature in Lagos be 31°C on April 25? | Will the highest temperature in Lagos be 31°C on April 25? | Will the highest temperature in Munich be 22°C or higher on April 25? | Will the highest temperature in Munich be 22°C or higher on April 25? | Will the highest temperature in Istanbul be 19°C on April 25?
LIVE_CORE,820,0xf64145c4c47B7Ce75CDe11C15A82136a14fB2B4A-1770645462820,0xf64145c4c47b7ce75cde11c15a82136a14fb2b4a,,1394.63,90852.47,1.54,weather specialist / weather-heavy,100,199,0,0,218.8,https://polymarket.com/profile/0xf64145c4c47b7ce75cde11c15a82136a14fb2b4a,Will the highest temperature in San Francisco be between 62-63°F on March 25? | Will the highest temperature in Hong Kong be 27°C on March 25? | Will the highest temperature in Ankara be 10°C on March 25? | Will the highest temperature in Shanghai be 15°C on March 25? | Will the highest temperature in San Francisco be between 68-69°F on March 24?
LIVE_CORE,651,smallyua,0x2b407c1091b0e0de5fa5e6d96a2edda2cee3ced4,rongyuzz,1848.63,124632.97,1.48,weather specialist / weather-heavy,95,198,2,0,218.4,https://polymarket.com/profile/0x2b407c1091b0e0de5fa5e6d96a2edda2cee3ced4,Will the highest temperature in Tokyo be 16°C on March 19? | Will the highest temperature in Shenzhen be 28°C on March 26? | Will the highest temperature in Seoul be 13°C on April 1? | Will the highest temperature in Shenzhen be 24°C on April 1? | Will the highest temperature in Seoul be 7°C on March 18?
LIVE_CORE,766,Kaiji-,0xe5bd42e02dc8c05b31514c1596eaf82d3e52339a,,1558.95,182254.47,0.86,weather specialist / weather-heavy,100,200,0,0,218.4,https://polymarket.com/profile/0xe5bd42e02dc8c05b31514c1596eaf82d3e52339a,Will the highest temperature in Moscow be 13°C or higher on April 25? | Will the highest temperature in Hong Kong be 24°C on April 26? | Will the highest temperature in Singapore be 36°C or higher on April 25? | Will the highest temperature in New York City be 58°F or higher on April 25? | Will the highest temperature in New York City be between 60-61°F on April 26?
LIVE_CORE,687,tinylonglong,0x04dcf8d1328b2bf5fa6e7aa8a200df95751cd572,,1755.92,452121.22,0.39,weather specialist / weather-heavy,100,200,0,0,218.4,https://polymarket.com/profile/0x04dcf8d1328b2bf5fa6e7aa8a200df95751cd572,Will the highest temperature in Hong Kong be 19°C on April 24? | Will the highest temperature in Hong Kong be 18°C or below on April 24? | Will the highest temperature in Hong Kong be 20°C on April 24? | Will the highest temperature in Hong Kong be 19°C or below on April 25? | Will the highest temperature in Hong Kong be 20°C on April 25?
LIVE_CORE,961,daasw,0x9d07e244aa810a20c5597260ae3df7f666c26bf3,,1163.05,59247.09,1.96,weather specialist / weather-heavy,100,199,0,0,218.1,https://polymarket.com/profile/0x9d07e244aa810a20c5597260ae3df7f666c26bf3,Will the highest temperature in Seoul be 11°C on March 22? | Will the highest temperature in London be 11°C on March 22? | Will the highest temperature in Miami be between 66-67°F on March 18? | Will the highest temperature in Sao Paulo be 29°C on March 17? | Will the highest temperature in Seoul be 12°C on March 23?
LIVE_CORE,735,jeffkatsu,0x570c03b5f037294ca24b743d90df8c1a993f91c5,,1631.41,377715.98,0.43,weather specialist / weather-heavy,100,200,0,0,217.8,https://polymarket.com/profile/0x570c03b5f037294ca24b743d90df8c1a993f91c5,Will the highest temperature in Hong Kong be 19°C on April 24? | Will the highest temperature in Hong Kong be 26°C on April 24? | Will the highest temperature in Hong Kong be 28°C or higher on April 24? | Will the highest temperature in Hong Kong be 21°C on April 24? | Will the highest temperature in Hong Kong be 25°C on April 24?
LIVE_CORE,776,0x5264b001677b47dd2E20fe20213749DbD7909a63-1770895753458,0x5264b001677b47dd2e20fe20213749dbd7909a63,,1531.52,160360.2,0.96,weather specialist / weather-heavy,99,199,0,0,217.7,https://polymarket.com/profile/0x5264b001677b47dd2e20fe20213749dbd7909a63,Will the highest temperature in Denver be 35°F or below on April 17? | Will the highest temperature in Denver be between 36-37°F on April 17? | Will the highest temperature in Dallas be 67°F or below on April 18? | Will the highest temperature in Chicago be 53°F or below on April 18? | Will the highest temperature in London be 18°C on April 14?
LIVE_CORE,783,hgmr2,0xae68539542db9d69e66445c21e6e3bdde417064a,,1524.13,233028.99,0.65,weather specialist / weather-heavy,100,199,0,0,217.4,https://polymarket.com/profile/0xae68539542db9d69e66445c21e6e3bdde417064a,Will the lowest temperature in Shanghai be 19°C or higher on April 15? | Will the lowest temperature in Tokyo be 20°C or higher on April 15? | Will the highest temperature in Wellington be 22°C or higher on April 13? | Will the highest temperature in London be 12°C on April 13? | Will the highest temperature in Munich be 20°C or higher on April 19?
LIVE_CORE,903,lowM,0xa98a7b57b3ffc40dd701ac345a6ebb1d3255a5a8,,1270.75,94478.79,1.35,weather specialist / weather-heavy,100,199,0,0,217.4,https://polymarket.com/profile/0xa98a7b57b3ffc40dd701ac345a6ebb1d3255a5a8,Will the highest temperature in New York City be 15°F or below on January 27? | Will the highest temperature in Dallas be 82°F or higher on February 26? | Will the highest temperature in Atlanta be between 72-73°F on April 21? | Will the highest temperature in Buenos Aires be 34°C on April 1? | Will the highest temperature in Atlanta be between 68-69°F on February 27?
LIVE_CORE,826,0xcd86761e297f18014c91f4388c39df8262ae1f6d,0xcd86761e297f18014c91f4388c39df8262ae1f6d,,1380.32,144530.87,0.96,weather specialist / weather-heavy,100,199,0,0,217.2,https://polymarket.com/profile/0xcd86761e297f18014c91f4388c39df8262ae1f6d,Will the highest temperature in Shanghai be 15°C on April 22? | Will the highest temperature in Shanghai be 16°C on April 22? | Will the highest temperature in Seoul be 13°C on April 22? | Will the highest temperature in Seoul be 17°C on April 23? | Will the highest temperature in Houston be between 72-73°F on April 22?
LIVE_CORE,747,0x66a17b44f6187745c4f273622a702e2f1b423de8,0x66a17b44f6187745c4f273622a702e2f1b423de8,,1610.72,589267.71,0.27,weather specialist / weather-heavy,100,200,0,0,217.2,https://polymarket.com/profile/0x66a17b44f6187745c4f273622a702e2f1b423de8,Will the highest temperature in Beijing be 16°C on April 13? | Will the highest temperature in Houston be between 76-77°F on March 29? | Will the highest temperature in San Francisco be between 70-71°F on April 22? | Will the highest temperature in Shenzhen be 29°C on April 10? | Will the highest temperature in Los Angeles be between 64-65°F on April 8?
LIVE_CORE,600,goshopping,0x2ef2f13f30e523197e9e66afa2f2620f02fbfaa5,,2009.45,82463.71,2.44,weather specialist / weather-heavy,87,198,13,0,217.2,https://polymarket.com/profile/0x2ef2f13f30e523197e9e66afa2f2620f02fbfaa5,Will the highest temperature in Taipei be 30°C on April 23? | Will the highest temperature in Seoul be 20°C on April 18? | Will the highest temperature in Taipei be 22°C on March 28? | Will the highest temperature in Taipei be 20°C on April 1? | Will the highest temperature in Chengdu be 22°C or higher on April 8?
LIVE_CORE,744,Unpluggedstoic,0xef988ffb5f3ffcf0da700614a2666c6de6a27926,,1614.11,796254.48,0.2,weather specialist / weather-heavy,100,200,0,0,217.1,https://polymarket.com/profile/0xef988ffb5f3ffcf0da700614a2666c6de6a27926,Will the highest temperature in Shanghai be 17°C or below on April 6? | Will the highest temperature in Paris be 17°C on April 22? | Will the highest temperature in Shanghai be 22°C on April 5? | Will the highest temperature in Shanghai be 21°C on April 5? | Will the highest temperature in Toronto be 15°C on April 10?
LIVE_CORE,526,Legend-,0x0a59a7f2a870392a5f555aaa11f49d612e748e5c,,2316.42,92305.63,2.51,weather specialist / weather-heavy,83,200,6,0,216.9,https://polymarket.com/profile/0x0a59a7f2a870392a5f555aaa11f49d612e748e5c,Will the highest temperature in Hong Kong be 21°C on April 24? | Will the highest temperature in Hong Kong be 22°C on April 24? | Will the highest temperature in London be between 59-60°F on November 10? | Will the highest temperature in Ankara be 12°C or higher on March 10? | Will the highest temperature in Ankara be 11°C on March 9?
LIVE_CORE,808,tkr2,0x01a68281185e728ba0fef6245008bf8af68a59b0,,1427.98,271617.85,0.53,weather specialist / weather-heavy,100,200,0,0,216.7,https://polymarket.com/profile/0x01a68281185e728ba0fef6245008bf8af68a59b0,Will the lowest temperature in London be 16°C or higher on April 15? | Will the lowest temperature in Shanghai be 19°C or higher on April 15? | Will the highest temperature in London be 12°C on April 5? | Will the lowest temperature in Tokyo be 20°C or higher on April 15? | Will the highest temperature in London be 12°C on April 13?
LIVE_CORE,732,artymarty,0x0832f04863139dbbeeff45a481ffc0e336c88681,,1647.61,726957.82,0.23,weather specialist / weather-heavy,99,199,0,0,216.6,https://polymarket.com/profile/0x0832f04863139dbbeeff45a481ffc0e336c88681,Will the highest temperature in Dallas be between 72-73°F on April 18? | Will the highest temperature in Chicago be between 60-61°F on March 10? | Will the highest temperature in Busan be 18°C on April 23? | Will the highest temperature in Munich be 17°C on March 13? | Will the highest temperature in Dallas be between 48-49°F on March 16?
LIVE_CORE,1560,0x5da1fca08152148bbabbc0a33708eaab9d7ca003,0x5da1fca08152148bbabbc0a33708eaab9d7ca003,,571.15,14401.16,3.97,weather specialist / weather-heavy,100,200,0,0,216.6,https://polymarket.com/profile/0x5da1fca08152148bbabbc0a33708eaab9d7ca003,Will the highest temperature in Shanghai be 21°C on April 4? | Will the highest temperature in Shanghai be 18°C on March 29? | Will the highest temperature in Amsterdam be 17°C on April 24? | Will the highest temperature in Seoul be 20°C on April 25? | Will the highest temperature in New York City be between 52-53°F on April 20?
LIVE_CORE,73,Ooookey,0xb06a0eae498750ed0acac7e1f759f741c56e52f5,,15772.14,1351776.52,1.17,weather specialist / weather-heavy,55,200,0,0,216.5,https://polymarket.com/profile/0xb06a0eae498750ed0acac7e1f759f741c56e52f5,Will the highest temperature in Seoul be 18°C or higher on April 17? | Will the highest temperature in Dallas be 74°F or higher on April 12? | Will the highest temperature in Dallas be between 70-71°F on April 12? | Will the highest temperature in Buenos Aires be 26°C or higher on April 23? | Will the highest temperature in Buenos Aires be 24°C on April 23? | Will the highest temperature in Hong Kong be 29°C on April 21? | Will the highest temperature in Hong Kong be 31°C or higher on April 21? | Will the highest temperature in Hong Kong be 30°C on April 21?
LIVE_CORE,813,omegaming,0x958a17190a434da9fd4f1d20e0c51fbaf64b9f65,,1414.34,396700.72,0.36,weather specialist / weather-heavy,100,200,0,0,216.2,https://polymarket.com/profile/0x958a17190a434da9fd4f1d20e0c51fbaf64b9f65,Will the highest temperature in Hong Kong be 19°C on April 24? | Will the highest temperature in Hong Kong be 25°C on April 24? | Will the highest temperature in Hong Kong be 20°C on April 24? | Will the highest temperature in Hong Kong be 18°C or below on April 24? | Will the highest temperature in Hong Kong be 27°C on April 24?
LIVE_CORE,834,defiweb88,0xb9662577b522ca8196461dd45c72c6c3d52c84d5,defiweb88,1369.36,124655.43,1.1,weather specialist / weather-heavy,97,200,2,0,216.1,https://polymarket.com/profile/0xb9662577b522ca8196461dd45c72c6c3d52c84d5,Will the highest temperature in Ankara be 10°C on January 30? | Will the highest temperature in Ankara be 7°C on February 24? | Will the highest temperature in Chicago be between 44-45°F on February 20? | Will the highest temperature in Ankara be 8°C on February 24? | Will the highest temperature in Miami be between 62-63°F on January 28?
LIVE_CORE,829,nb03b15,0x0f19972ce086c8b9c3eed911fdd6f660d62ee819,,1375.18,145261.02,0.95,weather specialist / weather-heavy,98,199,0,0,216.1,https://polymarket.com/profile/0x0f19972ce086c8b9c3eed911fdd6f660d62ee819,Will the highest temperature in Tel Aviv be 20°C on March 16? | Will the highest temperature in Tel Aviv be 19°C on March 16? | Will the highest temperature in Seoul be 14°C on March 23? | Will the highest temperature in Seoul be 16°C on April 17? | Will the highest temperature in Shanghai be 18°C or higher on April 23?
LIVE_CORE,832,NewBuildingX,0xcb32934773126ed9267babaee1e68f0c375779aa,,1372.75,352702.62,0.39,weather specialist / weather-heavy,100,200,0,0,216.0,https://polymarket.com/profile/0xcb32934773126ed9267babaee1e68f0c375779aa,Will the highest temperature in Hong Kong be 19°C on April 24? | Will the highest temperature in Hong Kong be 18°C or below on April 24? | Will the highest temperature in Hong Kong be 20°C on April 24? | Will the highest temperature in Hong Kong be 19°C or below on April 25? | Will the highest temperature in Hong Kong be 20°C on April 25?
LIVE_CORE,638,FCAZ89,0x17295786397bf2ddc0eeb4e9421ce39d2b1911af,,1870.68,5273.86,35.47,weather specialist / weather-heavy,15,116,0,6,215.3,https://polymarket.com/profile/0x17295786397bf2ddc0eeb4e9421ce39d2b1911af,Will the highest temperature in Seoul be 10°C on April 9? | Will the highest temperature in Milan be 20°C on April 10? | Will the highest temperature in Sao Paulo be 20°C on April 10? | Will the highest temperature in Los Angeles be between 78-79°F on April 9? | Will the highest temperature in Buenos Aires be 21°C on April 10?
LIVE_CORE,833,0xA6fbD527070aBF16092D05512e4C603516de58E2-1775558436830,0xa6fbd527070abf16092d05512e4c603516de58e2,,1370.28,933067.36,0.15,weather specialist / weather-heavy,100,199,0,0,215.2,https://polymarket.com/profile/0xa6fbd527070abf16092d05512e4c603516de58e2,Will the highest temperature in Shanghai be 27°C or higher on April 19? | Will the highest temperature in Shanghai be 26°C on April 19? | Will the highest temperature in Hong Kong be 25°C on April 19? | Will the highest temperature in Hong Kong be 23°C on April 19? | Will the highest temperature in Hong Kong be 24°C on April 19?
LIVE_CORE,656,jey,0xf7f48505305738f0b801ba06276d73d40c2d1e34,,1840.43,425521.03,0.43,weather specialist / weather-heavy,93,200,0,0,215.1,https://polymarket.com/profile/0xf7f48505305738f0b801ba06276d73d40c2d1e34,Will the highest temperature in Hong Kong be 29°C or higher on April 25? | Will the highest temperature in Houston be between 66-67°F on April 19? | Will the highest temperature in Hong Kong be 27°C on April 25? | Will the highest temperature in Hong Kong be 28°C on April 16? | Will the highest temperature in Hong Kong be 27°C on April 19?
CORE_FOLLOW,213,0xb49f3fae241faa938b7670348c4afa6464751821,0xb49f3fae241faa938b7670348c4afa6464751821,,5487.45,32865.67,16.7,weather specialist / weather-heavy,0,200,0,0,215.0,https://polymarket.com/profile/0xb49f3fae241faa938b7670348c4afa6464751821,Will the highest temperature in Cape Town be 22°C on April 25? | Will the highest temperature in Amsterdam be 16°C on April 25? | Will the highest temperature in Cape Town be 22°C on April 25? | Will the highest temperature in Madrid be 24°C on April 25? | Will the highest temperature in Amsterdam be 16°C on April 25? | Will the highest temperature in Cape Town be 21°C on April 25? | Will the highest temperature in Madrid be 24°C on April 25? | Will the highest temperature in Amsterdam be 16°C on April 25?
LIVE_CORE,892,fridius2,0x81035115a389a085e36255e5cb9b9ab8ee3723a1,,1293.45,752856.56,0.17,weather specialist / weather-heavy,100,200,0,0,214.9,https://polymarket.com/profile/0x81035115a389a085e36255e5cb9b9ab8ee3723a1,Will the highest temperature in Munich be 20°C or higher on April 19? | Will the highest temperature in London be 13°C on April 19? | Will the highest temperature in London be 20°C on April 17? | Will the highest temperature in Munich be 12°C on April 21? | Will the highest temperature in Shanghai be 16°C on April 21?
LIVE_CORE,1140,0x3319f92377760eddafb70a291475db70123e977a,0x3319f92377760eddafb70a291475db70123e977a,,944.33,56514.97,1.67,weather specialist / weather-heavy,99,199,0,0,214.9,https://polymarket.com/profile/0x3319f92377760eddafb70a291475db70123e977a,Will the highest temperature in Seoul be 10°C on March 22? | Will the highest temperature in Sao Paulo be 30°C on March 3? | Will the highest temperature in Seoul be 14°C on April 3? | Will the highest temperature in Seoul be 7°C on March 15? | Will the highest temperature in Chicago be between 68-69°F on April 15?
LIVE_CORE,1020,Ant1111,0x28b397ff9c7b42611bed6845854fb1d7797d7af3,,1087.53,108360.37,1.0,weather specialist / weather-heavy,99,200,1,0,214.8,https://polymarket.com/profile/0x28b397ff9c7b42611bed6845854fb1d7797d7af3,Will the highest temperature in Seattle be between 46-47°F on April 26? | Will the highest temperature in Wellington be 11°C or below on April 26? | Will the highest temperature in Miami be 73°F or below on April 26? | Will the highest temperature in Lucknow be 52°C or higher on April 27? | Will the highest temperature in Ankara be 13°C or below on April 26?
LIVE_CORE,978,Hurdur,0xd51eb0de93b3e51912fd9d63ca7e744551036465,,1141.22,231727.41,0.49,weather specialist / weather-heavy,100,199,0,0,214.3,https://polymarket.com/profile/0xd51eb0de93b3e51912fd9d63ca7e744551036465,Will the highest temperature in Dallas be 53°F or below on April 22? | Will the highest temperature in Miami be 67°F or below on April 22? | Will the highest temperature in Houston be 57°F or below on April 22? | Will the highest temperature in Chicago be 50°F or higher on April 22? | Will the highest temperature in Lucknow be 39°C on April 22?
LIVE_CORE,754,longsho0o0o0o0ter,0xad137a5d30bc668006dd9f43676ff53b77097ed6,,1592.61,858260.42,0.19,weather specialist / weather-heavy,95,200,0,0,214.2,https://polymarket.com/profile/0xad137a5d30bc668006dd9f43676ff53b77097ed6,Will the highest temperature in Atlanta be between 56-57°F on March 18? | Will the highest temperature in Munich be 11°C on March 18? | Will the highest temperature in New York City be between 36-37°F on March 18? | Will the highest temperature in Shanghai be 12°C on March 19? | Will the highest temperature in Tokyo be 13°C on March 17?
LIVE_CORE,3064,AlicizationViolet,0x97dc125b9fedb375c2ee85b5caae66c0b858f612,,248.57,3887.94,6.39,weather specialist / weather-heavy,99,200,1,0,214.1,https://polymarket.com/profile/0x97dc125b9fedb375c2ee85b5caae66c0b858f612,Will the highest temperature in London be 11°C on March 27? | Will the highest temperature in Tokyo be 14°C on April 2? | Will the highest temperature in Denver be between 58-59°F on April 18? | Will the highest temperature in Milan be 17°C on April 14? | Will the highest temperature in Tokyo be 15°C on April 2?
LIVE_CORE,9,BeefSlayer,0x331bf91c132af9d921e1908ca0979363fc47193f,BeefSlayer_,63444.05,1418633.83,4.47,weather specialist / weather-heavy,12,198,1,1,214.0,https://polymarket.com/profile/0x331bf91c132af9d921e1908ca0979363fc47193f,Will the highest temperature in Seattle be 66°F or higher on April 24? | Will the highest temperature in Seoul be 18°C on April 23? | Will the highest temperature in Seoul be 20°C on April 25? | Will the highest temperature in New York City be between 68-69°F on April 23? | Will the highest temperature in Seoul be 19°C on April 23? | Will the highest temperature in Atlanta be between 84-85°F on April 22? | Will the highest temperature in Seoul be 19°C on April 25? | Will the highest temperature in New York City be between 64-65°F on April 24?
LIVE_CORE,1037,testacccc,0x78d8df801c35a594eadfbbb7e9c5a84a923a4a88,,1073.92,217549.88,0.49,weather specialist / weather-heavy,100,200,0,0,213.9,https://polymarket.com/profile/0x78d8df801c35a594eadfbbb7e9c5a84a923a4a88,Will the highest temperature in Seoul be 7°C on April 5? | Will the highest temperature in Seoul be 6°C or below on April 5? | Will the highest temperature in Seoul be 8°C on April 5? | Will the highest temperature in Toronto be 26°C on April 15? | Will the highest temperature in Tokyo be 14°C on April 6?
LIVE_CORE,7,Handsanitizer23,0x05e70727a2e2dcd079baa2ef1c0b88af06bb9641,,71174.4,953274.81,7.47,weather specialist / weather-heavy,15,151,4,37,213.9,https://polymarket.com/profile/0x05e70727a2e2dcd079baa2ef1c0b88af06bb9641,Will the highest temperature in Guangzhou be 31°C on April 16? | Will the highest temperature in Shenzhen be 28°C on March 22? | Will the highest temperature in Lucknow be 35°C on March 6? | Will the highest temperature in Lucknow be 36°C or below on March 9? | Will the highest temperature in Seoul be 4°C on March 8? | Will the highest temperature in Dallas be between 72-73°F on March 4? | Will the highest temperature in London be 16°C on March 3? | Will the highest temperature in Dallas be between 84-85°F on March 19?
LIVE_CORE,105,Maskache,0xc981e9d3b977dfc69188889f979f5cd36555a75d,,11055.32,1774619.64,0.62,weather specialist / weather-heavy,90,122,3,8,213.9,https://polymarket.com/profile/0xc981e9d3b977dfc69188889f979f5cd36555a75d,Will the highest temperature in New York City be between 42-43°F on January 7? | Will the highest temperature in Seoul be 0°C or below on January 6? | Will the highest temperature in Seoul be 4°C on January 3? | Will the highest temperature in Seoul be 1°C on January 6? | Will the highest temperature in Seoul be -2°C or higher on January 2? | Will the highest temperature in Seoul be 5°C or higher on January 4? | Will the highest temperature in Seoul be -6°C on January 2? | Will the highest temperature in New York City be 41°F or below on January 7?
LIVE_CORE,954,0x6EBCA419255Cd1a37d9505181C0cAd69562a4A5C-1774515771455,0x6ebca419255cd1a37d9505181c0cad69562a4a5c,,1172.78,1157044.18,0.1,weather specialist / weather-heavy,100,200,0,0,213.8,https://polymarket.com/profile/0x6ebca419255cd1a37d9505181c0cad69562a4a5c,Will the highest temperature in Atlanta be 73°F or below on April 26? | Will the highest temperature in Atlanta be between 84-85°F on April 25? | Will the highest temperature in London be 15°C or below on April 25? | Will the highest temperature in Denver be 45°F or below on April 26? | Will the highest temperature in London be 16°C on April 25?
LIVE_CORE,1122,0x997FC832295AB4030FB9b3398a230B1A0601000a-1762077299420,0x997fc832295ab4030fb9b3398a230b1a0601000a,,963.61,130059.13,0.74,weather specialist / weather-heavy,100,200,0,0,213.5,https://polymarket.com/profile/0x997fc832295ab4030fb9b3398a230b1a0601000a,Will the highest temperature in Dallas be between 82-83°F on March 20? | Will the highest temperature in Toronto be 1°C or below on March 20? | Will the highest temperature in Chicago be between 18-19°F on March 17? | Will the highest temperature in Atlanta be between 38-39°F on March 17? | Will the highest temperature in Dallas be between 56-57°F on March 17?
LIVE_CORE,900,LXJXLJ,0xf56ccbb9d8158ae1dda67207d1f76acf2f81ad84,,1272.52,462235.86,0.28,weather specialist / weather-heavy,100,193,0,3,213.5,https://polymarket.com/profile/0xf56ccbb9d8158ae1dda67207d1f76acf2f81ad84,Will the highest temperature in Hong Kong be 22°C on April 24? | Will the highest temperature in Hong Kong be 25°C on April 26? | Will the highest temperature in Chengdu be 33°C on April 25? | Will the highest temperature in Shenzhen be 28°C on April 25? | Will the highest temperature in Taipei be 22°C on April 25?
LIVE_CORE,1060,gxifacai,0xefae56742a8a63eb48289c3eb6c472f7d52d3ace,,1041.76,109075.98,0.96,weather specialist / weather-heavy,99,196,1,0,213.3,https://polymarket.com/profile/0xefae56742a8a63eb48289c3eb6c472f7d52d3ace,Will the highest temperature in Shanghai be 12°C on March 13? | Will the highest temperature in Seoul be 10°C on March 13? | Will the highest temperature in Dallas be between 68-69°F on April 22? | Will the highest temperature in Seoul be 13°C on February 28? | Will the highest temperature in Paris be 20°C on April 11?
LIVE_CORE,1027,PythiaSnr,0xef98c81d560325c8a57b9f63adc8ba5cda78b586,,1084.02,477313.39,0.23,weather specialist / weather-heavy,100,200,0,0,213.3,https://polymarket.com/profile/0xef98c81d560325c8a57b9f63adc8ba5cda78b586,Will the highest temperature in London be 16°C on March 24? | Will the highest temperature in Ankara be 11°C on March 15? | Will the highest temperature in Atlanta be 65°F or below on March 14? | Will the highest temperature in Chicago be between 34-35°F on March 14? | Will the highest temperature in London be 9°C on March 15?
LIVE_CORE,569,UN-Sure,0x88911ee8caf1aabd510bd7d427f7955b7a24b5fc,,2137.67,356628.24,0.6,weather specialist / weather-heavy,87,198,0,1,213.2,https://polymarket.com/profile/0x88911ee8caf1aabd510bd7d427f7955b7a24b5fc,Will the highest temperature in New York City be between 42-43°F on March 6? | Will the highest temperature in Buenos Aires be 34°C on February 4? | Will the highest temperature in Atlanta be 66°F or higher on February 10? | Will the highest temperature in Seattle be between 48-49°F on February 10? | Will the highest temperature in Miami be between 82-83°F on February 4?
LIVE_CORE,866,Psychomer,0x0408c084014487e37e8287d642833e742fa23d68,,1331.99,67932.32,1.96,weather specialist / weather-heavy,89,198,2,0,213.2,https://polymarket.com/profile/0x0408c084014487e37e8287d642833e742fa23d68,Will the highest temperature in Seoul be 8°C on February 14? | Will the highest temperature in Tel Aviv be 29°C on March 18? | Will the highest temperature in Buenos Aires be 32°C on February 15? | Will the highest temperature in Seattle be between 46-47°F on January 1? | Will the highest temperature in New York City be 46°F or higher on January 6?
