action,reject_reason,city,date,station,side,temp,unit,kind,forecast_max_c,p_side,best_bid,best_ask,edge_vs_ask,volume,liquidity,score,held,question,url,resolutionSource
REJECT,"ask_too_high,edge_lt_12pts",Jakarta,April 27,WIHH,NO,39,C,higher,34,0.9993,0.994,0.999,0.0003,2264.969569,36118.38748,5.49,False,Will the highest temperature in Jakarta be 39°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-jakarta-on-april-27-2026,https://www.wunderground.com/history/daily/id/jakarta/WIHH
REJECT,edge_lt_12pts,Wellington,April 26,NZWN,YES,21,C,higher,17,0.0062,0.002,0.006,0.0002,21775.137869000002,102297.30779,9.38,False,Will the highest temperature in Wellington be 21°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-wellington-on-april-26-2026,https://www.wunderground.com/history/daily/nz/wellington/NZWN
REJECT,edge_lt_12pts,London,April 26,EGLC,YES,22,C,higher,18,0.0062,0.005,0.006,0.0002,34603.16826599999,62647.28966,11.94,False,Will the highest temperature in London be 22°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-london-on-april-26-2026,https://www.wunderground.com/history/daily/gb/london/EGLC
REJECT,edge_lt_12pts,Sao Paulo,April 26,SBGR,YES,35,C,higher,31,0.0062,0.005,0.006,0.0002,9247.253188,42507.28505,6.87,False,Will the highest temperature in Sao Paulo be 35°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-sao-paulo-on-april-26-2026,https://www.wunderground.com/history/daily/br/guarulhos/SBGR
REJECT,"ask_too_high,edge_lt_12pts",Miami,April 25,KMIA,NO,92,F,higher,29,0.9981,0.995,0.998,0.0001,44719.006981000006,272026.1885,13.96,False,Will the highest temperature in Miami be 92°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-miami-on-april-25-2026,https://www.wunderground.com/history/daily/us/fl/miami/KMIA
REJECT,"ask_too_high,edge_lt_12pts",Helsinki,April 26,EFHK,NO,11,C,higher,7,0.9938,0.99,0.994,-0.0002,8553.770767,43488.50752,6.69,False,Will the highest temperature in Helsinki be 11°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-helsinki-on-april-26-2026,https://www.wunderground.com/history/daily/fi/vantaa/EFHK
REJECT,"ask_too_high,edge_lt_12pts",Helsinki,April 27,EFHK,NO,13,C,higher,9,0.9938,0.99,0.994,-0.0002,1204.404071,21397.97436,5.22,False,Will the highest temperature in Helsinki be 13°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-helsinki-on-april-27-2026,https://www.wunderground.com/history/daily/fi/vantaa/EFHK
REJECT,edge_lt_12pts,Panama City,April 26,MPMG,YES,32,C,higher,32,0.6395,0.6,0.64,-0.0005,11075.326703,89629.79579,7.17,False,Will the highest temperature in Panama City be 32°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-panama-city-on-april-26-2026,https://www.wunderground.com/history/daily/pa/panama-city/MPMG
REJECT,edge_lt_12pts,Madrid,April 26,LEMD,YES,30,C,higher,26,0.0062,0.005,0.007,-0.0008,19187.324085,46663.8036,8.76,False,Will the highest temperature in Madrid be 30°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-madrid-on-april-26-2026,https://www.wunderground.com/history/daily/es/madrid/LEMD
REJECT,"ask_too_high,edge_lt_12pts",Atlanta,April 26,KATL,NO,92,F,higher,29,0.9981,0.996,0.999,-0.0009,13944.784152,51414.23977,7.7,False,Will the highest temperature in Atlanta be 92°F or higher on April 26?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-26-2026,https://www.wunderground.com/history/daily/us/ga/atlanta/KATL
REJECT,edge_lt_12pts,Chicago,April 26,KORD,YES,84,F,higher,17,0,,0.001,-0.001,11907.171183,92415.04314,7.28,False,Will the highest temperature in Chicago be 84°F or higher on April 26?,https://polymarket.com/event/highest-temperature-in-chicago-on-april-26-2026,https://www.wunderground.com/history/daily/us/il/chicago/KORD
REJECT,edge_lt_12pts,Lucknow,April 27,VILK,YES,52,C,higher,43,0.0,,0.001,-0.001,5466.560071999999,65987.09445,5.99,False,Will the highest temperature in Lucknow be 52°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-lucknow-on-april-27-2026,https://www.wunderground.com/history/daily/in/lucknow/VILK
REJECT,edge_lt_12pts,Atlanta,April 25,KATL,YES,90,F,higher,24,0.0,,0.001,-0.001,65750.79382000002,21546.39999,14.9,False,Will the highest temperature in Atlanta be 90°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-25-2026,https://www.wunderground.com/history/daily/us/ga/atlanta/KATL
REJECT,edge_lt_12pts,Mexico City,April 25,MMMX,NO,20,C,higher,29,0.0,,0.001,-0.001,18757.649558,4685.70561,4.82,False,Will the highest temperature in Mexico City be 20°C or higher on April 25?,https://polymarket.com/event/highest-temperature-in-mexico-city-on-april-25-2026,https://www.wunderground.com/history/daily/mx/mexico-city/MMMX
REJECT,"ask_too_high,edge_lt_12pts",London,April 26,EGLC,NO,22,C,higher,18,0.9938,0.994,0.995,-0.0012,34603.16826599999,62647.28966,11.8,False,Will the highest temperature in London be 22°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-london-on-april-26-2026,https://www.wunderground.com/history/daily/gb/london/EGLC
REJECT,"ask_too_high,edge_lt_12pts",Madrid,April 26,LEMD,NO,30,C,higher,26,0.9938,0.993,0.995,-0.0012,19187.324085,46663.8036,8.72,False,Will the highest temperature in Madrid be 30°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-madrid-on-april-26-2026,https://www.wunderground.com/history/daily/es/madrid/LEMD
REJECT,"ask_too_high,edge_lt_12pts",Sao Paulo,April 26,SBGR,NO,35,C,higher,31,0.9938,0.994,0.995,-0.0012,9247.253188,42507.28505,6.73,False,Will the highest temperature in Sao Paulo be 35°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-sao-paulo-on-april-26-2026,https://www.wunderground.com/history/daily/br/guarulhos/SBGR
REJECT,"ask_too_high,edge_lt_12pts",Madrid,April 27,LEMD,NO,31,C,higher,27,0.9938,0.99,0.995,-0.0012,2232.122787,24275.64083,5.33,False,Will the highest temperature in Madrid be 31°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-madrid-on-april-27-2026,https://www.wunderground.com/history/daily/es/madrid/LEMD
REJECT,"ask_too_high,edge_lt_12pts",Ankara,April 27,LTAC,NO,23,C,higher,19,0.9938,0.99,0.995,-0.0012,5069.116356,22502.12395,5.89,False,Will the highest temperature in Ankara be 23°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-27-2026,https://www.wunderground.com/history/daily/tr/%C3%A7ubuk/LTAC
REJECT,edge_lt_12pts,Sao Paulo,April 25,SBGR,YES,35,C,higher,30,0.0007,0.001,0.002,-0.0013,28082.549432999996,173685.27017,10.48,False,Will the highest temperature in Sao Paulo be 35°C or higher on April 25?,https://polymarket.com/event/highest-temperature-in-sao-paulo-on-april-25-2026,https://www.wunderground.com/history/daily/br/guarulhos/SBGR
REJECT,edge_lt_12pts,Amsterdam,April 26,EHAM,YES,19,C,higher,15,0.0062,0.003,0.008,-0.0018,5688.894887,44738.25217,5.96,False,Will the highest temperature in Amsterdam be 19°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-26-2026,https://www.wunderground.com/history/daily/nl/schiphol/EHAM
REJECT,edge_lt_12pts,Manila,April 27,RPLL,YES,39,C,higher,35,0.0062,0.004,0.008,-0.0018,1584.451079,15415.71037,3.99,False,Will the highest temperature in Manila be 39°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-manila-on-april-27-2026,https://www.wunderground.com/history/daily/ph/manila/RPLL
REJECT,edge_lt_12pts,New York City,April 26,KLGA,YES,68,F,higher,12,0.0,0.001,0.002,-0.002,29242.082319,52382.04611,10.65,False,Will the highest temperature in New York City be 68°F or higher on April 26?,https://polymarket.com/event/highest-temperature-in-nyc-on-april-26-2026,https://www.wunderground.com/history/daily/us/ny/new-york-city/KLGA
REJECT,"ask_too_high,edge_lt_12pts",Chongqing,April 26,ZUCK,NO,29,C,higher,27,0.858,0.84,0.86,-0.002,14792.477535999999,51701.86335,7.76,False,Will the highest temperature in Chongqing be 29°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-chongqing-on-april-26-2026,https://www.wunderground.com/history/daily/cn/chongqing/ZUCK
REJECT,"already_held,edge_lt_12pts",Shanghai,April 26,ZSPD,YES,28,C,higher,22,0.0,0.001,0.002,-0.002,54326.251264000006,42986.45696,14.8,True,Will the highest temperature in Shanghai be 28°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-shanghai-on-april-26-2026,https://www.wunderground.com/history/daily/cn/shanghai/ZSPD
REJECT,edge_lt_12pts,Denver,April 25,KBKF,YES,78,F,higher,14,0.0,,0.002,-0.002,55930.76927400002,15394.63248,13.65,False,Will the highest temperature in Denver be 78°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-denver-on-april-25-2026,https://www.wunderground.com/history/daily/us/co/aurora/KBKF
REJECT,edge_lt_12pts,Atlanta,April 26,KATL,YES,92,F,higher,29,0.0019,0.001,0.004,-0.0021,13944.784152,51414.23977,7.58,False,Will the highest temperature in Atlanta be 92°F or higher on April 26?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-26-2026,https://www.wunderground.com/history/daily/us/ga/atlanta/KATL
REJECT,"ask_too_high,edge_lt_12pts",Manila,April 27,RPLL,NO,39,C,higher,35,0.9938,0.992,0.996,-0.0022,1584.451079,15415.71037,3.95,False,Will the highest temperature in Manila be 39°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-manila-on-april-27-2026,https://www.wunderground.com/history/daily/ph/manila/RPLL
REJECT,edge_lt_12pts,Jakarta,April 26,WIHH,YES,38,C,higher,33,0.0007,0.001,0.003,-0.0023,8407.129591,43343.78194,6.45,False,Will the highest temperature in Jakarta be 38°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-jakarta-on-april-26-2026,https://www.wunderground.com/history/daily/id/jakarta/WIHH
REJECT,edge_lt_12pts,New York City,April 25,KLGA,YES,58,F,higher,10,0.0015,0.002,0.004,-0.0025,119203.04840600002,8893.37721,11.97,False,Will the highest temperature in New York City be 58°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-nyc-on-april-25-2026,https://www.wunderground.com/history/daily/us/ny/new-york-city/KLGA
REJECT,"ask_too_high,edge_lt_12pts",Dallas,April 25,KDAL,YES,84,F,higher,32,0.9923,0.981,0.995,-0.0027,17259.47881,71373.06943,8.18,False,Will the highest temperature in Dallas be 84°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-dallas-on-april-25-2026,https://www.wunderground.com/history/daily/us/tx/dallas/KDAL
REJECT,edge_lt_12pts,Singapore,April 26,WSSS,YES,36,C,higher,32,0.0062,0.007,0.009,-0.0028,28074.980674,48637.46558,10.34,False,Will the highest temperature in Singapore be 36°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-singapore-on-april-26-2026,https://www.wunderground.com/history/daily/sg/singapore/WSSS
REJECT,"already_held,edge_lt_12pts",Beijing,April 26,ZBAA,YES,30,C,higher,26,0.0062,0.003,0.009,-0.0028,19899.178655999996,39205.00669,8.7,True,Will the highest temperature in Beijing be 30°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-beijing-on-april-26-2026,https://www.wunderground.com/history/daily/cn/beijing/ZBAA
REJECT,edge_lt_12pts,Kuala Lumpur,April 26,WMKK,YES,37,C,higher,34,0.0371,0.021,0.04,-0.0029,10279.435639,42096.05966,6.76,False,Will the highest temperature in Kuala Lumpur be 37°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-kuala-lumpur-on-april-26-2026,https://www.wunderground.com/history/daily/my/sepang-district/WMKK
REJECT,edge_lt_12pts,Miami,April 25,KMIA,YES,92,F,higher,29,0.0019,0.002,0.005,-0.0031,44719.006981000006,272026.1885,13.63,False,Will the highest temperature in Miami be 92°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-miami-on-april-25-2026,https://www.wunderground.com/history/daily/us/fl/miami/KMIA
REJECT,"ask_too_high,edge_lt_12pts",Amsterdam,April 26,EHAM,NO,19,C,higher,15,0.9938,0.992,0.997,-0.0032,5688.894887,44738.25217,5.82,False,Will the highest temperature in Amsterdam be 19°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-26-2026,https://www.wunderground.com/history/daily/nl/schiphol/EHAM
REJECT,"already_held,ask_too_high,edge_lt_12pts",Beijing,April 26,ZBAA,NO,30,C,higher,26,0.9938,0.991,0.997,-0.0032,19899.178655999996,39205.00669,8.66,True,Will the highest temperature in Beijing be 30°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-beijing-on-april-26-2026,https://www.wunderground.com/history/daily/cn/beijing/ZBAA
REJECT,edge_lt_12pts,Wellington,April 27,NZWN,YES,20,C,higher,16,0.0062,0.007,0.01,-0.0038,2427.232931,47600.51325,5.11,False,Will the highest temperature in Wellington be 20°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-wellington-on-april-27-2026,https://www.wunderground.com/history/daily/nz/wellington/NZWN
REJECT,edge_lt_12pts,Helsinki,April 26,EFHK,YES,11,C,higher,7,0.0062,0.006,0.01,-0.0038,8553.770767,43488.50752,6.33,False,Will the highest temperature in Helsinki be 11°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-helsinki-on-april-26-2026,https://www.wunderground.com/history/daily/fi/vantaa/EFHK
REJECT,edge_lt_12pts,Beijing,April 27,ZBAA,YES,27,C,higher,23,0.0062,0.007,0.01,-0.0038,3675.638301,34176.8309,5.36,False,Will the highest temperature in Beijing be 27°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-beijing-on-april-27-2026,https://www.wunderground.com/history/daily/cn/beijing/ZBAA
REJECT,edge_lt_12pts,Madrid,April 27,LEMD,YES,31,C,higher,27,0.0062,0.005,0.01,-0.0038,2232.122787,24275.64083,5.07,False,Will the highest temperature in Madrid be 31°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-madrid-on-april-27-2026,https://www.wunderground.com/history/daily/es/madrid/LEMD
REJECT,edge_lt_12pts,Ankara,April 27,LTAC,YES,23,C,higher,19,0.0062,0.005,0.01,-0.0038,5069.116356,22502.12395,5.63,False,Will the highest temperature in Ankara be 23°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-ankara-on-april-27-2026,https://www.wunderground.com/history/daily/tr/%C3%A7ubuk/LTAC
REJECT,edge_lt_12pts,Helsinki,April 27,EFHK,YES,13,C,higher,9,0.0062,0.006,0.01,-0.0038,1204.404071,21397.97436,4.86,False,Will the highest temperature in Helsinki be 13°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-helsinki-on-april-27-2026,https://www.wunderground.com/history/daily/fi/vantaa/EFHK
REJECT,edge_lt_12pts,Miami,April 26,KMIA,YES,92,F,higher,29,0.0019,0.005,0.006,-0.0041,21801.384587999997,53789.45497,8.95,False,Will the highest temperature in Miami be 92°F or higher on April 26?,https://polymarket.com/event/highest-temperature-in-miami-on-april-26-2026,https://www.wunderground.com/history/daily/us/fl/miami/KMIA
REJECT,"ask_too_high,edge_lt_12pts",Wellington,April 26,NZWN,NO,21,C,higher,17,0.9938,0.994,0.998,-0.0042,21775.137869000002,102297.30779,8.93,False,Will the highest temperature in Wellington be 21°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-wellington-on-april-26-2026,https://www.wunderground.com/history/daily/nz/wellington/NZWN
REJECT,edge_lt_12pts,Wuhan,April 26,ZHHH,YES,35,C,higher,30,0.0007,0.001,0.005,-0.0043,10289.701964,41572.78197,6.62,False,Will the highest temperature in Wuhan be 35°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-wuhan-on-april-26-2026,https://www.wunderground.com/history/daily/cn/wuhan/ZHHH
REJECT,edge_lt_12pts,Amsterdam,April 27,EHAM,YES,21,C,higher,16,0.0007,0.003,0.005,-0.0043,1045.039467,19141.73171,4.56,False,Will the highest temperature in Amsterdam be 21°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-amsterdam-on-april-27-2026,https://www.wunderground.com/history/daily/nl/schiphol/EHAM
REJECT,edge_lt_12pts,Los Angeles,April 25,KLAX,YES,74,F,higher,18,0.0002,0.001,0.005,-0.0048,32398.257055000002,328072.6274,10.99,False,Will the highest temperature in Los Angeles be 74°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-los-angeles-on-april-25-2026,https://www.wunderground.com/history/daily/us/ca/los-angeles/KLAX
REJECT,edge_lt_12pts,Busan,April 27,RKPK,YES,28,C,higher,24,0.0062,0.01,0.011,-0.0048,789.941864,33158.66737,4.68,False,Will the highest temperature in Busan be 28°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-busan-on-april-27-2026,https://www.wunderground.com/history/daily/kr/busan/RKPK
REJECT,edge_lt_12pts,Cape Town,April 26,FACT,YES,23,C,higher,16,0.0,0.001,0.005,-0.005,6336.426042,46019.53097,5.77,False,Will the highest temperature in Cape Town be 23°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-cape-town-on-april-26-2026,https://www.wunderground.com/history/daily/za/matroosfontein/FACT
REJECT,edge_lt_12pts,Atlanta,April 27,KATL,YES,90,F,higher,25,0.0,0.002,0.005,-0.005,3504.796662,31134.0132,5.2,False,Will the highest temperature in Atlanta be 90°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-atlanta-on-april-27-2026,https://www.wunderground.com/history/daily/us/ga/atlanta/KATL
REJECT,"ask_too_high,edge_lt_12pts",Manila,April 26,RPLL,NO,40,C,higher,36,0.9938,0.998,0.999,-0.0052,8711.54746,17313.16934,5.55,False,Will the highest temperature in Manila be 40°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-manila-on-april-26-2026,https://www.wunderground.com/history/daily/ph/manila/RPLL
REJECT,edge_lt_12pts,Jakarta,April 27,WIHH,YES,39,C,higher,34,0.0007,0.001,0.006,-0.0053,2264.969569,36118.38748,4.92,False,Will the highest temperature in Jakarta be 39°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-jakarta-on-april-27-2026,https://www.wunderground.com/history/daily/id/jakarta/WIHH
REJECT,edge_lt_12pts,Guangzhou,April 26,ZGGG,YES,36,C,higher,31,0.0007,0.002,0.006,-0.0053,8468.175405,13669.49463,4.58,False,Will the highest temperature in Guangzhou be 36°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-guangzhou-on-april-26-2026,https://www.wunderground.com/history/daily/cn/guangzhou/ZGGG
REJECT,edge_lt_12pts,Singapore,April 27,WSSS,YES,35,C,higher,32,0.0371,0.025,0.043,-0.0059,6011.132261999999,49702.01073,5.61,False,Will the highest temperature in Singapore be 35°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-singapore-on-april-27-2026,https://www.wunderground.com/history/daily/sg/singapore/WSSS
REJECT,edge_lt_12pts,Lucknow,April 26,VILK,YES,51,C,higher,43,0.0,,0.006,-0.006,12525.521088999996,69254.01598,6.91,False,Will the highest temperature in Lucknow be 51°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-lucknow-on-april-26-2026,https://www.wunderground.com/history/daily/in/lucknow/VILK
REJECT,edge_lt_12pts,Taipei,April 26,RCSS,YES,33,C,higher,27,0.0,0.001,0.006,-0.006,18305.788422999998,19085.60831,7.84,False,Will the highest temperature in Taipei be 33°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-taipei-on-april-26-2026,https://www.wunderground.com/history/daily/tw/taipei/RCSS
REJECT,edge_lt_12pts,Los Angeles,April 26,KLAX,YES,74,F,higher,19,0.0019,0.003,0.008,-0.0061,8850.395007000001,46625.48773,6.16,False,Will the highest temperature in Los Angeles be 74°F or higher on April 26?,https://polymarket.com/event/highest-temperature-in-los-angeles-on-april-26-2026,https://www.wunderground.com/history/daily/us/ca/los-angeles/KLAX
REJECT,edge_lt_12pts,San Francisco,April 25,KSFO,YES,68,F,higher,15,0.0004,0.003,0.007,-0.0066,29560.191186000004,10904.68458,7.98,False,Will the highest temperature in San Francisco be 68°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-san-francisco-on-april-25-2026,https://www.wunderground.com/history/daily/us/ca/san-francisco/KSFO
REJECT,edge_lt_12pts,Austin,April 25,KAUS,NO,82,F,higher,33,0.0,0.003,0.007,-0.007,22478.56439,12237.15639,6.86,False,Will the highest temperature in Austin be 82°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-austin-on-april-25-2026,https://www.wunderground.com/history/daily/us/tx/austin/KAUS
REJECT,edge_lt_12pts,Denver,April 27,KBKF,YES,60,F,higher,13,0.0519,0.031,0.059,-0.0071,3231.733803,22041.14571,4.93,False,Will the highest temperature in Denver be 60°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-denver-on-april-27-2026,https://www.wunderground.com/history/daily/us/co/aurora/KBKF
REJECT,edge_lt_12pts,New York City,April 27,KLGA,YES,74,F,higher,19,0.0019,0.005,0.009,-0.0071,5394.916318,21269.40802,5.37,False,Will the highest temperature in New York City be 74°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-nyc-on-april-27-2026,https://www.wunderground.com/history/daily/us/ny/new-york-city/KLGA
REJECT,edge_lt_12pts,Los Angeles,April 27,KLAX,YES,74,F,higher,19,0.0019,0.006,0.009,-0.0071,4890.2684739999995,20437.48542,5.27,False,Will the highest temperature in Los Angeles be 74°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-los-angeles-on-april-27-2026,https://www.wunderground.com/history/daily/us/ca/los-angeles/KLAX
REJECT,edge_lt_12pts,Miami,April 27,KMIA,YES,94,F,higher,29,0.0001,0.005,0.008,-0.0079,3290.960978,25205.94997,4.87,False,Will the highest temperature in Miami be 94°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-miami-on-april-27-2026,https://www.wunderground.com/history/daily/us/fl/miami/KMIA
REJECT,edge_lt_12pts,Sao Paulo,April 27,SBGR,YES,35,C,higher,28,0.0,0.005,0.008,-0.008,5236.601346,24216.99022,5.25,False,Will the highest temperature in Sao Paulo be 35°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-sao-paulo-on-april-27-2026,https://www.wunderground.com/history/daily/br/guarulhos/SBGR
REJECT,edge_lt_12pts,Wuhan,April 27,ZHHH,YES,30,C,higher,25,0.0007,0.005,0.009,-0.0083,1638.514567,28586.73722,4.49,False,Will the highest temperature in Wuhan be 30°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-wuhan-on-april-27-2026,https://www.wunderground.com/history/daily/cn/wuhan/ZHHH
REJECT,edge_lt_12pts,Cape Town,April 27,FACT,YES,21,C,higher,16,0.0007,0.005,0.009,-0.0083,856.082417,17583.73721,3.73,False,Will the highest temperature in Cape Town be 21°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-cape-town-on-april-27-2026,https://www.wunderground.com/history/daily/za/matroosfontein/FACT
REJECT,edge_lt_12pts,Toronto,April 26,CYYZ,YES,18,C,higher,14,0.0062,0.01,0.015,-0.0088,15893.660515999998,34866.8624,7.3,False,Will the highest temperature in Toronto be 18°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-toronto-on-april-26-2026,https://www.wunderground.com/history/daily/ca/mississauga/CYYZ
REJECT,edge_lt_12pts,Busan,April 26,RKPK,YES,27,C,higher,22,0.0007,0.005,0.01,-0.0093,5826.696852999999,28159.3864,5.23,False,Will the highest temperature in Busan be 27°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-busan-on-april-26-2026,https://www.wunderground.com/history/daily/kr/busan/RKPK
REJECT,edge_lt_12pts,Mexico City,April 26,MMMX,NO,26,C,higher,29,0.0062,0.011,0.016,-0.0098,32836.673942999994,116540.6085,10.59,False,Will the highest temperature in Mexico City be 26°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-mexico-city-on-april-26-2026,https://www.wunderground.com/history/daily/mx/mexico-city/MMMX
REJECT,edge_lt_12pts,Lagos,April 26,DNMM,YES,37,C,higher,30,0.0,0.004,0.01,-0.01,7852.411009,31249.87474,5.57,False,Will the highest temperature in Lagos be 37°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-lagos-on-april-26-2026,https://www.wunderground.com/history/daily/ng/lagos/DNMM
REJECT,edge_lt_12pts,Chengdu,April 27,ZUUU,YES,29,C,higher,23,0.0,0.009,0.01,-0.01,4020.467623,30160.73598,4.81,False,Will the highest temperature in Chengdu be 29°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-chengdu-on-april-27-2026,https://www.wunderground.com/history/daily/cn/chengdu/ZUUU
REJECT,edge_lt_12pts,Shanghai,April 27,ZSPD,YES,31,C,higher,26,0.0007,0.01,0.011,-0.0103,7840.093396,33896.86833,5.53,False,Will the highest temperature in Shanghai be 31°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-shanghai-on-april-27-2026,https://www.wunderground.com/history/daily/cn/shanghai/ZSPD
REJECT,edge_lt_12pts,Dallas,April 25,KDAL,NO,84,F,higher,32,0.0077,0.005,0.019,-0.0113,17259.47881,71373.06943,7.33,False,Will the highest temperature in Dallas be 84°F or higher on April 25?,https://polymarket.com/event/highest-temperature-in-dallas-on-april-25-2026,https://www.wunderground.com/history/daily/us/tx/dallas/KDAL
REJECT,edge_lt_12pts,Guangzhou,April 27,ZGGG,YES,34,C,higher,30,0.0062,0.011,0.018,-0.0118,1379.104995,12621.85902,2.25,False,Will the highest temperature in Guangzhou be 34°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-guangzhou-on-april-27-2026,https://www.wunderground.com/history/daily/cn/guangzhou/ZGGG
REJECT,"ask_too_high,edge_lt_12pts",San Francisco,April 27,KSFO,NO,68,F,higher,17,0.9741,0.96,0.986,-0.0119,3130.520455,30048.37555,4.43,False,Will the highest temperature in San Francisco be 68°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-san-francisco-on-april-27-2026,https://www.wunderground.com/history/daily/us/ca/san-francisco/KSFO
REJECT,"ask_too_high,edge_lt_12pts",Panama City,April 27,MPMG,YES,32,C,higher,33,0.858,0.86,0.87,-0.012,3233.338368,46570.49817,4.45,False,Will the highest temperature in Panama City be 32°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-panama-city-on-april-27-2026,https://www.wunderground.com/history/daily/pa/panama-city/MPMG
REJECT,"ask_too_high,edge_lt_12pts",Singapore,April 27,WSSS,NO,35,C,higher,32,0.9629,0.957,0.975,-0.0121,6011.132261999999,49702.01073,4.99,False,Will the highest temperature in Singapore be 35°C or higher on April 27?,https://polymarket.com/event/highest-temperature-in-singapore-on-april-27-2026,https://www.wunderground.com/history/daily/sg/singapore/WSSS
REJECT,edge_lt_12pts,Seattle,April 27,KSEA,YES,68,F,higher,15,0.0004,0.013,0.014,-0.0136,3846.473366,20828.57604,4.41,False,Will the highest temperature in Seattle be 68°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-seattle-on-april-27-2026,https://www.wunderground.com/history/daily/us/wa/seatac/KSEA
REJECT,edge_lt_12pts,San Francisco,April 27,KSFO,YES,68,F,higher,17,0.0259,0.014,0.04,-0.0141,3130.520455,30048.37555,4.22,False,Will the highest temperature in San Francisco be 68°F or higher on April 27?,https://polymarket.com/event/highest-temperature-in-san-francisco-on-april-27-2026,https://www.wunderground.com/history/daily/us/ca/san-francisco/KSFO
REJECT,"ask_too_high,edge_lt_12pts",Kuala Lumpur,April 26,WMKK,NO,37,C,higher,34,0.9629,0.96,0.979,-0.0161,10279.435639,42096.05966,5.45,False,Will the highest temperature in Kuala Lumpur be 37°C or higher on April 26?,https://polymarket.com/event/highest-temperature-in-kuala-lumpur-on-april-26-2026,https://www.wunderground.com/history/daily/my/sepang-district/WMKK
